Retailer,Sales Method,Product,Total Sales
West Gear,Outlet,Men's Apparel,13000
West Gear,Outlet,Men's Apparel,13000
West Gear,Outlet,Men's Apparel,10500
Foot Locker,Outlet,Women's Street Footwear,7875
Foot Locker,Outlet,Women's Street Footwear,9000
Foot Locker,Outlet,Women's Athletic Footwear,9000
Foot Locker,Outlet,Women's Street Footwear,8000
Foot Locker,Outlet,Women's Athletic Footwear,8000
Foot Locker,Outlet,Women's Street Footwear,8000
Sports Direct,Online,Men's Athletic Footwear,549
Sports Direct,Online,Men's Street Footwear,378
Foot Locker,Outlet,Men's Athletic Footwear,7875
Foot Locker,Outlet,Women's Street Footwear,8750
Foot Locker,Outlet,Women's Athletic Footwear,7000
Foot Locker,Outlet,Men's Apparel,8750
Foot Locker,Outlet,Women's Athletic Footwear,7000
Foot Locker,Outlet,Men's Apparel,8750
Foot Locker,Outlet,Women's Athletic Footwear,8750
Foot Locker,Online,Men's Street Footwear,757
Foot Locker,Online,Men's Street Footwear,695
Sports Direct,Online,Women's Street Footwear,427
Sports Direct,Online,Women's Athletic Footwear,517
Foot Locker,Outlet,Men's Athletic Footwear,7500
Foot Locker,Outlet,Women's Street Footwear,7500
Foot Locker,Outlet,Men's Apparel,9000
Foot Locker,Online,Men's Street Footwear,855
Foot Locker,Online,Men's Street Footwear,730
Foot Locker,Online,Men's Street Footwear,677
Foot Locker,Online,Men's Street Footwear,621
Foot Locker,Online,Men's Street Footwear,635
Foot Locker,Online,Men's Street Footwear,777
Foot Locker,Outlet,Men's Apparel,7500
Foot Locker,Outlet,Men's Apparel,7500
Foot Locker,Outlet,Women's Athletic Footwear,6250
Foot Locker,Outlet,Men's Apparel,7500
Foot Locker,Online,Men's Street Footwear,586
Foot Locker,Online,Women's Apparel,648
Foot Locker,Online,Men's Street Footwear,644
Foot Locker,Online,Men's Street Footwear,616
Foot Locker,Online,Women's Apparel,536
Foot Locker,Outlet,Men's Apparel,6000
Foot Locker,Outlet,Women's Athletic Footwear,5000
Foot Locker,Online,Men's Athletic Footwear,385
Foot Locker,Online,Women's Apparel,470
Foot Locker,Online,Men's Athletic Footwear,344
Foot Locker,Online,Men's Athletic Footwear,348
Foot Locker,Online,Women's Apparel,518
Foot Locker,Online,Women's Apparel,331
Foot Locker,Outlet,Women's Athletic Footwear,3375
Foot Locker,Outlet,Women's Athletic Footwear,3375
Foot Locker,Online,Women's Street Footwear,285
Foot Locker,Online,Men's Athletic Footwear,368
Foot Locker,Online,Men's Athletic Footwear,345
Foot Locker,Online,Women's Street Footwear,345
Foot Locker,Online,Women's Apparel,387
Foot Locker,Online,Women's Apparel,283
Foot Locker,Online,Women's Street Footwear,252
Foot Locker,Online,Women's Apparel,319
Foot Locker,Online,Women's Street Footwear,234
Foot Locker,Online,Women's Apparel,390
Foot Locker,Online,Men's Athletic Footwear,299
Foot Locker,Online,Women's Apparel,397
Foot Locker,Online,Women's Apparel,284
Foot Locker,Online,Women's Apparel,403
Foot Locker,Online,Men's Athletic Footwear,271
Foot Locker,Online,Women's Athletic Footwear,233
Foot Locker,Online,Women's Street Footwear,195
Foot Locker,Online,Men's Athletic Footwear,276
Foot Locker,Online,Women's Street Footwear,216
Foot Locker,Online,Men's Apparel,342
Foot Locker,Online,Men's Apparel,263
Foot Locker,Online,Men's Athletic Footwear,286
Foot Locker,Online,Women's Street Footwear,211
Foot Locker,Online,Women's Athletic Footwear,265
Foot Locker,Online,Women's Athletic Footwear,244
Foot Locker,Online,Men's Athletic Footwear,219
Foot Locker,Online,Men's Apparel,235
Foot Locker,Online,Women's Athletic Footwear,195
Foot Locker,Online,Men's Apparel,245
Foot Locker,Online,Men's Apparel,240
Foot Locker,Online,Women's Street Footwear,235
Foot Locker,Online,Men's Apparel,249
Foot Locker,Online,Women's Athletic Footwear,179
Foot Locker,Online,Men's Apparel,220
Foot Locker,Online,Men's Athletic Footwear,211
Foot Locker,Online,Women's Street Footwear,216
Foot Locker,Online,Women's Athletic Footwear,158
Foot Locker,Online,Women's Street Footwear,151
Foot Locker,Online,Men's Apparel,230
Foot Locker,Online,Women's Street Footwear,187
Foot Locker,Online,Men's Apparel,213
Foot Locker,Online,Men's Apparel,207
Foot Locker,Online,Women's Athletic Footwear,155
Foot Locker,Online,Men's Apparel,185
Foot Locker,Online,Women's Athletic Footwear,109
Foot Locker,Online,Men's Apparel,151
Foot Locker,Online,Women's Athletic Footwear,134
Foot Locker,Online,Women's Athletic Footwear,88
Foot Locker,Online,Women's Athletic Footwear,78
Sports Direct,Outlet,Men's Street Footwear,14500
Sports Direct,Outlet,Men's Athletic Footwear,21750
Foot Locker,Outlet,Men's Street Footwear,28750
Foot Locker,Outlet,Men's Street Footwear,27500
Foot Locker,Outlet,Men's Street Footwear,23625
Sports Direct,Outlet,Women's Street Footwear,15750
Sports Direct,Outlet,Women's Athletic Footwear,18375
Foot Locker,Outlet,Men's Street Footwear,25000
Foot Locker,Outlet,Men's Street Footwear,25000
Foot Locker,Outlet,Men's Street Footwear,30000
Foot Locker,Outlet,Men's Street Footwear,24750
Foot Locker,Outlet,Men's Street Footwear,29700
Foot Locker,Outlet,Men's Street Footwear,22500
Foot Locker,Outlet,Men's Street Footwear,25500
Foot Locker,Outlet,Women's Apparel,22000
Foot Locker,Outlet,Men's Street Footwear,24000
Foot Locker,Outlet,Women's Apparel,20625
Foot Locker,Outlet,Women's Apparel,19250
Foot Locker,Outlet,Men's Athletic Footwear,14625
Foot Locker,Outlet,Men's Athletic Footwear,14625
Foot Locker,Outlet,Men's Athletic Footwear,13500
Foot Locker,Outlet,Men's Athletic Footwear,15000
Foot Locker,Outlet,Women's Apparel,19500
Foot Locker,Outlet,Women's Apparel,12375
Foot Locker,Outlet,Women's Apparel,12375
Foot Locker,Outlet,Women's Apparel,16250
Foot Locker,Outlet,Men's Athletic Footwear,11250
Foot Locker,Outlet,Women's Street Footwear,10000
Foot Locker,Outlet,Women's Street Footwear,10000
Foot Locker,Outlet,Women's Apparel,13750
Foot Locker,Outlet,Men's Athletic Footwear,12500
Foot Locker,Outlet,Women's Apparel,16250
Foot Locker,Outlet,Men's Athletic Footwear,12500
Foot Locker,Outlet,Women's Apparel,16250
Foot Locker,Outlet,Women's Street Footwear,12500
Foot Locker,Outlet,Women's Apparel,11250
Foot Locker,Outlet,Women's Apparel,11250
Foot Locker,Outlet,Men's Apparel,11250
Foot Locker,Outlet,Men's Athletic Footwear,11000
Foot Locker,Outlet,Men's Apparel,10000
Foot Locker,Outlet,Women's Athletic Footwear,10000
Foot Locker,Outlet,Men's Apparel,12000
Foot Locker,Outlet,Women's Street Footwear,9750
Foot Locker,Outlet,Men's Apparel,9625
Foot Locker,Outlet,Men's Apparel,9625
Foot Locker,Outlet,Women's Apparel,7875
Foot Locker,Outlet,Women's Street Footwear,7875
Sports Direct,Online,Men's Street Footwear,386
Foot Locker,Outlet,Women's Apparel,7000
Foot Locker,Outlet,Women's Street Footwear,8000
Foot Locker,Outlet,Men's Athletic Footwear,7000
Foot Locker,Outlet,Women's Street Footwear,8000
Sports Direct,Online,Men's Athletic Footwear,568
Foot Locker,Outlet,Women's Street Footwear,4375
Foot Locker,Outlet,Women's Street Footwear,5250
Foot Locker,Outlet,Women's Athletic Footwear,6125
Foot Locker,Outlet,Men's Apparel,7875
Foot Locker,Online,Men's Street Footwear,710
Foot Locker,Outlet,Women's Street Footwear,4500
Foot Locker,Outlet,Women's Apparel,6000
Foot Locker,Outlet,Women's Apparel,5250
Foot Locker,Outlet,Women's Apparel,8250
Foot Locker,Outlet,Men's Athletic Footwear,5250
Foot Locker,Outlet,Women's Athletic Footwear,4500
Foot Locker,Outlet,Men's Apparel,6750
Foot Locker,Outlet,Women's Apparel,5250
Foot Locker,Outlet,Men's Athletic Footwear,4500
Foot Locker,Outlet,Women's Apparel,6750
Foot Locker,Outlet,Men's Athletic Footwear,4500
Foot Locker,Outlet,Women's Athletic Footwear,6000
Foot Locker,Outlet,Men's Apparel,7500
Foot Locker,Online,Men's Street Footwear,595
Sports Direct,Online,Women's Street Footwear,386
Sports Direct,Online,Women's Athletic Footwear,455
Foot Locker,Outlet,Men's Apparel,5625
Foot Locker,Outlet,Men's Athletic Footwear,4375
Foot Locker,Outlet,Men's Apparel,5625
Foot Locker,Outlet,Men's Athletic Footwear,5000
Foot Locker,Outlet,Women's Athletic Footwear,3750
Foot Locker,Outlet,Women's Athletic Footwear,3750
Foot Locker,Online,Men's Street Footwear,464
Foot Locker,Online,Men's Street Footwear,432
Foot Locker,Online,Men's Street Footwear,381
Foot Locker,Online,Men's Street Footwear,519
Foot Locker,Online,Men's Street Footwear,573
Foot Locker,Online,Men's Street Footwear,426
Foot Locker,Online,Men's Street Footwear,399
Foot Locker,Outlet,Men's Athletic Footwear,4000
Foot Locker,Outlet,Women's Street Footwear,3500
Foot Locker,Outlet,Men's Apparel,4000
Foot Locker,Outlet,Women's Street Footwear,2000
Foot Locker,Outlet,Men's Apparel,5000
Foot Locker,Outlet,Women's Street Footwear,2850
Foot Locker,Online,Men's Street Footwear,338
Foot Locker,Online,Women's Apparel,446
Foot Locker,Online,Women's Apparel,417
Foot Locker,Online,Men's Street Footwear,311
Foot Locker,Online,Men's Athletic Footwear,300
Foot Locker,Online,Men's Athletic Footwear,336
Foot Locker,Outlet,Men's Athletic Footwear,2625
Foot Locker,Outlet,Women's Street Footwear,1875
Foot Locker,Outlet,Women's Athletic Footwear,1500
Foot Locker,Outlet,Men's Apparel,2250
Foot Locker,Online,Women's Apparel,304
Foot Locker,Online,Women's Apparel,218
Foot Locker,Online,Women's Apparel,351
Foot Locker,Online,Women's Street Footwear,214
Foot Locker,Online,Men's Athletic Footwear,227
Foot Locker,Online,Women's Apparel,192
Foot Locker,Online,Women's Street Footwear,234
Foot Locker,Online,Women's Apparel,307
Foot Locker,Online,Men's Athletic Footwear,185
Foot Locker,Online,Women's Street Footwear,187
Foot Locker,Outlet,Women's Athletic Footwear,1500
Foot Locker,Outlet,Men's Apparel,2500
Foot Locker,Outlet,Men's Apparel,2500
Foot Locker,Outlet,Women's Street Footwear,1500
Foot Locker,Online,Women's Street Footwear,108
Foot Locker,Online,Women's Street Footwear,124
Foot Locker,Online,Women's Athletic Footwear,152
Foot Locker,Online,Men's Athletic Footwear,144
Foot Locker,Online,Men's Apparel,180
Foot Locker,Online,Men's Apparel,176
Foot Locker,Online,Women's Apparel,209
Foot Locker,Online,Men's Athletic Footwear,119
Foot Locker,Online,Men's Athletic Footwear,119
Foot Locker,Online,Women's Street Footwear,113
Foot Locker,Online,Women's Apparel,133
Foot Locker,Online,Women's Athletic Footwear,105
Foot Locker,Online,Women's Apparel,133
Foot Locker,Online,Men's Apparel,176
Foot Locker,Online,Men's Athletic Footwear,125
Foot Locker,Online,Women's Apparel,141
Foot Locker,Online,Women's Athletic Footwear,110
Foot Locker,Online,Women's Apparel,167
Foot Locker,Online,Women's Athletic Footwear,144
Foot Locker,Online,Women's Athletic Footwear,97
Foot Locker,Online,Men's Apparel,151
Foot Locker,Online,Men's Athletic Footwear,125
Foot Locker,Online,Men's Apparel,127
Foot Locker,Online,Women's Street Footwear,96
Foot Locker,Online,Men's Apparel,100
Foot Locker,Online,Men's Apparel,130
Foot Locker,Online,Men's Athletic Footwear,101
Foot Locker,Outlet,Men's Apparel,1125
Foot Locker,Outlet,Women's Athletic Footwear,875
Foot Locker,Outlet,Women's Athletic Footwear,750
Foot Locker,Outlet,Men's Apparel,1000
Foot Locker,Online,Women's Street Footwear,45
Foot Locker,Online,Women's Street Footwear,73
Foot Locker,Online,Men's Athletic Footwear,74
Foot Locker,Online,Women's Athletic Footwear,44
Foot Locker,Online,Women's Street Footwear,48
Foot Locker,Online,Men's Apparel,61
Foot Locker,Online,Women's Athletic Footwear,41
Foot Locker,Online,Women's Street Footwear,41
Foot Locker,Online,Men's Apparel,59
Foot Locker,Online,Men's Apparel,60
Foot Locker,Online,Women's Athletic Footwear,24
Foot Locker,Online,Women's Athletic Footwear,20
Foot Locker,Online,Men's Apparel,26
Foot Locker,Online,Men's Apparel,25
Foot Locker,Outlet,Women's Athletic Footwear,0
Foot Locker,Outlet,Women's Athletic Footwear,0
Foot Locker,Online,Women's Athletic Footwear,0
Foot Locker,Online,Women's Athletic Footwear,0
Sports Direct,Outlet,Men's Street Footwear,13500
Sports Direct,Outlet,Men's Athletic Footwear,20250
Foot Locker,Outlet,Men's Street Footwear,24750
Foot Locker,Outlet,Men's Street Footwear,22500
Foot Locker,Outlet,Men's Street Footwear,16625
Sports Direct,Outlet,Women's Street Footwear,14250
Sports Direct,Outlet,Women's Athletic Footwear,16625
Foot Locker,Outlet,Men's Street Footwear,22500
Foot Locker,Outlet,Men's Street Footwear,16800
Foot Locker,Outlet,Men's Street Footwear,18900
Foot Locker,Outlet,Men's Street Footwear,16000
Foot Locker,Outlet,Men's Street Footwear,16000
Foot Locker,Outlet,Men's Street Footwear,15000
Foot Locker,Outlet,Women's Apparel,17500
Foot Locker,Outlet,Women's Apparel,16250
Foot Locker,Outlet,Men's Street Footwear,13000
Foot Locker,Outlet,Men's Athletic Footwear,12000
Foot Locker,Outlet,Men's Street Footwear,12000
Foot Locker,Outlet,Men's Athletic Footwear,12375
Foot Locker,Outlet,Women's Apparel,12375
Foot Locker,Outlet,Men's Athletic Footwear,10000
Foot Locker,Outlet,Women's Apparel,13750
Foot Locker,Outlet,Women's Apparel,11000
Foot Locker,Online,Women's Athletic Footwear,9000
Foot Locker,Outlet,Men's Street Footwear,864
Foot Locker,Outlet,Men's Athletic Footwear,703
Foot Locker,Outlet,Men's Athletic Footwear,683
Foot Locker,Online,Men's Street Footwear,960
Foot Locker,Outlet,Men's Street Footwear,718
Foot Locker,Outlet,Men's Street Footwear,795
Foot Locker,Outlet,Men's Street Footwear,679
Foot Locker,Outlet,Men's Athletic Footwear,874
Foot Locker,Outlet,Men's Street Footwear,699
Foot Locker,Outlet,Men's Street Footwear,644
Foot Locker,Online,Men's Street Footwear,796
Foot Locker,Online,Men's Athletic Footwear,858
Foot Locker,Outlet,Men's Street Footwear,700
Foot Locker,Outlet,Men's Athletic Footwear,578
Kohl's,Outlet,Men's Street Footwear,467
Foot Locker,Outlet,Men's Street Footwear,612
Foot Locker,Online,Men's Street Footwear,685
Kohl's,Outlet,Women's Apparel,598
Foot Locker,Online,Men's Street Footwear,815
Foot Locker,Outlet,Men's Athletic Footwear,652
Foot Locker,Outlet,Men's Athletic Footwear,619
Foot Locker,Online,Men's Athletic Footwear,918
Foot Locker,Online,Men's Athletic Footwear,725
Foot Locker,Outlet,Men's Street Footwear,464
Foot Locker,Outlet,Women's Apparel,727
Foot Locker,Outlet,Women's Street Footwear,612
Kohl's,Outlet,Women's Street Footwear,502
Foot Locker,Online,Men's Street Footwear,749
Foot Locker,Outlet,Women's Street Footwear,566
Kohl's,Outlet,Men's Street Footwear,410
Foot Locker,Online,Men's Apparel,6750
Foot Locker,Online,Men's Apparel,8250
Foot Locker,Outlet,Men's Street Footwear,465
Foot Locker,Online,Men's Street Footwear,691
Foot Locker,Online,Men's Athletic Footwear,676
Kohl's,Online,Men's Street Footwear,485
Foot Locker,Outlet,Women's Street Footwear,603
Kohl's,Outlet,Men's Athletic Footwear,441
Foot Locker,Online,Men's Street Footwear,537
Foot Locker,Online,Men's Athletic Footwear,682
Foot Locker,Outlet,Men's Apparel,580
Foot Locker,Outlet,Women's Apparel,667
Foot Locker,Outlet,Women's Street Footwear,493
Foot Locker,Outlet,Men's Athletic Footwear,515
Foot Locker,Online,Men's Athletic Footwear,710
Foot Locker,Outlet,Women's Apparel,546
Foot Locker,Online,Men's Athletic Footwear,704
Foot Locker,Online,Women's Street Footwear,704
Kohl's,Online,Men's Athletic Footwear,580
Kohl's,Online,Women's Street Footwear,580
Foot Locker,Outlet,Men's Apparel,612
Kohl's,Outlet,Women's Street Footwear,476
Kohl's,Outlet,Men's Athletic Footwear,490
Foot Locker,Online,Men's Street Footwear,554
Foot Locker,Online,Men's Street Footwear,567
Kohl's,Online,Women's Apparel,783
Kohl's,Outlet,Women's Apparel,581
Foot Locker,Online,Women's Street Footwear,678
Kohl's,Online,Men's Street Footwear,439
Foot Locker,Outlet,Women's Street Footwear,541
Foot Locker,Outlet,Women's Apparel,568
Kohl's,Outlet,Women's Street Footwear,462
Foot Locker,Online,Women's Apparel,904
Foot Locker,Outlet,Women's Apparel,629
Foot Locker,Online,Men's Street Footwear,624
Foot Locker,Online,Men's Apparel,666
Foot Locker,Online,Women's Street Footwear,550
Kohl's,Online,Women's Apparel,538
Foot Locker,Outlet,Men's Apparel,525
Kohl's,Outlet,Women's Athletic Footwear,410
Foot Locker,Online,Men's Apparel,6875
Foot Locker,Outlet,Women's Apparel,657
Foot Locker,Outlet,Women's Athletic Footwear,409
Foot Locker,Outlet,Women's Street Footwear,409
Foot Locker,Online,Women's Apparel,824
Kohl's,Online,Women's Street Footwear,529
Foot Locker,Outlet,Women's Street Footwear,517
Foot Locker,Online,Women's Street Footwear,600
Foot Locker,Outlet,Women's Athletic Footwear,516
Foot Locker,Online,Women's Apparel,666
Foot Locker,Outlet,Women's Street Footwear,440
Foot Locker,Online,Men's Apparel,684
Foot Locker,Outlet,Women's Apparel,360
Foot Locker,Outlet,Men's Athletic Footwear,441
Foot Locker,Outlet,Men's Athletic Footwear,418
Foot Locker,Outlet,Women's Athletic Footwear,383
Kohl's,Online,Women's Athletic Footwear,506
Foot Locker,Online,Men's Athletic Footwear,599
Foot Locker,Online,Women's Street Footwear,610
Foot Locker,Online,Women's Athletic Footwear,463
Foot Locker,Outlet,Women's Athletic Footwear,407
Foot Locker,Online,Women's Athletic Footwear,582
Foot Locker,Online,Women's Apparel,611
Kohl's,Online,Women's Street Footwear,455
Foot Locker,Outlet,Women's Apparel,544
Foot Locker,Outlet,Women's Street Footwear,344
Kohl's,Outlet,Men's Apparel,458
Foot Locker,Outlet,Women's Apparel,396
Foot Locker,Outlet,Women's Apparel,503
Kohl's,Online,Men's Athletic Footwear,466
Foot Locker,Online,Men's Apparel,567
Foot Locker,Online,Women's Street Footwear,462
Foot Locker,Outlet,Women's Athletic Footwear,399
Foot Locker,Online,Women's Street Footwear,510
Foot Locker,Outlet,Women's Athletic Footwear,326
Foot Locker,Online,Women's Athletic Footwear,485
Kohl's,Outlet,Women's Athletic Footwear,303
Foot Locker,Outlet,Men's Apparel,436
Foot Locker,Online,Women's Apparel,627
Foot Locker,Online,Women's Athletic Footwear,412
Foot Locker,Online,Men's Athletic Footwear,456
Foot Locker,Online,Women's Athletic Footwear,437
Foot Locker,Online,Women's Apparel,630
Foot Locker,Online,Women's Apparel,611
Kohl's,Outlet,Men's Apparel,310
Foot Locker,Outlet,Women's Athletic Footwear,363
Foot Locker,Online,Women's Street Footwear,446
Foot Locker,Online,Women's Street Footwear,400
Foot Locker,Online,Men's Athletic Footwear,477
Foot Locker,Online,Women's Athletic Footwear,441
Foot Locker,Online,Women's Athletic Footwear,387
Foot Locker,Outlet,Men's Athletic Footwear,333
Foot Locker,Online,Women's Apparel,334
Foot Locker,Online,Women's Apparel,414
Kohl's,Online,Men's Apparel,458
Foot Locker,Outlet,Men's Apparel,387
Foot Locker,Online,Men's Apparel,461
Foot Locker,Online,Women's Apparel,476
Kohl's,Online,Women's Athletic Footwear,366
Kohl's,Online,Men's Apparel,360
Foot Locker,Outlet,Women's Athletic Footwear,312
Foot Locker,Online,Women's Athletic Footwear,345
Foot Locker,Outlet,Men's Apparel,310
Foot Locker,Online,Men's Apparel,366
Foot Locker,Online,Women's Athletic Footwear,320
Foot Locker,Online,Men's Apparel,347
Foot Locker,Outlet,Women's Athletic Footwear,177
Foot Locker,Outlet,Women's Athletic Footwear,258
Foot Locker,Online,Women's Athletic Footwear,239
Foot Locker,Outlet,Men's Apparel,242
Foot Locker,Online,Men's Apparel,296
Foot Locker,Outlet,Men's Apparel,184
Foot Locker,Outlet,Men's Apparel,202
Foot Locker,Online,Men's Apparel,185
Foot Locker,Online,Men's Apparel,195
Foot Locker,Outlet,Men's Apparel,160
Foot Locker,Online,Men's Apparel,167
Foot Locker,Online,Men's Street Footwear,33750
Foot Locker,Online,Men's Street Footwear,31250
Foot Locker,Online,Men's Street Footwear,34375
Foot Locker,Online,Men's Street Footwear,28125
Foot Locker,Online,Men's Athletic Footwear,31250
Foot Locker,Online,Men's Athletic Footwear,34500
Foot Locker,Online,Men's Street Footwear,25875
Foot Locker,Online,Men's Athletic Footwear,28750
Foot Locker,Online,Men's Street Footwear,26250
Foot Locker,Online,Women's Apparel,36750
Foot Locker,Online,Men's Athletic Footwear,28875
Foot Locker,Online,Men's Athletic Footwear,26250
Kohl's,Online,Men's Street Footwear,18375
Foot Locker,Online,Men's Street Footwear,20000
Foot Locker,Online,Men's Street Footwear,25000
Foot Locker,Online,Men's Street Footwear,22500
Foot Locker,Online,Men's Athletic Footwear,25000
Foot Locker,Online,Men's Street Footwear,22500
Foot Locker,Online,Men's Athletic Footwear,26125
Foot Locker,Online,Women's Street Footwear,26125
Foot Locker,Online,Women's Street Footwear,26125
Kohl's,Online,Men's Street Footwear,16625
Kohl's,Online,Men's Athletic Footwear,21375
Kohl's,Online,Women's Street Footwear,21375
Kohl's,Online,Women's Apparel,21375
Foot Locker,Online,Women's Street Footwear,24750
Kohl's,Online,Women's Apparel,27000
Foot Locker,Online,Men's Apparel,23375
Foot Locker,Online,Women's Apparel,29750
Foot Locker,Online,Women's Street Footwear,19125
Foot Locker,Online,Women's Apparel,25500
Foot Locker,Online,Women's Apparel,25500
Kohl's,Online,Women's Street Footwear,19125
Kohl's,Online,Women's Athletic Footwear,19125
Kohl's,Online,Men's Athletic Footwear,19125
Kohl's,Online,Women's Street Footwear,19125
Foot Locker,Online,Women's Street Footwear,22000
Foot Locker,Online,Women's Athletic Footwear,22000
Foot Locker,Online,Men's Apparel,26000
Foot Locker,Online,Men's Athletic Footwear,20625
Foot Locker,Online,Women's Apparel,26250
Foot Locker,Online,Women's Athletic Footwear,18750
Foot Locker,Online,Women's Apparel,26250
Foot Locker,Online,Women's Athletic Footwear,16875
Foot Locker,Online,Men's Apparel,20625
Foot Locker,Online,Women's Street Footwear,16875
Foot Locker,Online,Women's Apparel,14000
Foot Locker,Online,Men's Athletic Footwear,17500
Foot Locker,Online,Women's Street Footwear,17500
Foot Locker,Online,Women's Street Footwear,19250
Foot Locker,Online,Women's Athletic Footwear,17500
Foot Locker,Online,Women's Athletic Footwear,15750
Kohl's,Online,Men's Apparel,19250
Foot Locker,Online,Women's Apparel,16250
Foot Locker,Online,Women's Apparel,22750
Foot Locker,Online,Women's Street Footwear,14625
Foot Locker,Online,Women's Apparel,19500
Kohl's,Online,Women's Athletic Footwear,14625
Foot Locker,Online,Men's Athletic Footwear,16500
Foot Locker,Online,Women's Athletic Footwear,15000
Foot Locker,Online,Women's Athletic Footwear,13500
Foot Locker,Online,Men's Apparel,16500
Foot Locker,Online,Men's Apparel,15125
Kohl's,Online,Men's Apparel,13750
Foot Locker,Online,Women's Athletic Footwear,12500
Foot Locker,Online,Women's Athletic Footwear,11250
Foot Locker,Online,Men's Apparel,12375
Foot Locker,Online,Men's Apparel,11000
Amazon,In-store,Women's Street Footwear,7875
Amazon,Outlet,Men's Street Footwear,903
Amazon,Outlet,Men's Street Footwear,941
Amazon,Outlet,Men's Street Footwear,917
Amazon,Outlet,Men's Street Footwear,893
Amazon,Outlet,Men's Street Footwear,632
Amazon,Outlet,Men's Street Footwear,648
Amazon,Online,Men's Street Footwear,983
Amazon,Online,Men's Street Footwear,882
Amazon,Outlet,Men's Street Footwear,788
Amazon,Outlet,Men's Street Footwear,850
Amazon,Online,Men's Street Footwear,1021
Amazon,In-store,Women's Athletic Footwear,7875
Amazon,Outlet,Women's Apparel,858
Amazon,Outlet,Men's Street Footwear,588
Amazon,Online,Men's Street Footwear,1075
Amazon,Outlet,Men's Street Footwear,504
Amazon,Online,Men's Street Footwear,945
Amazon,Outlet,Women's Apparel,774
Amazon,Outlet,Men's Street Footwear,691
Amazon,Online,Men's Street Footwear,847
Amazon,In-store,Women's Athletic Footwear,6000
Amazon,In-store,Women's Athletic Footwear,6000
Amazon,In-store,Men's Apparel,8250
Amazon,Outlet,Men's Athletic Footwear,641
Amazon,Outlet,Men's Athletic Footwear,609
Amazon,Outlet,Women's Apparel,870
Amazon,Online,Men's Street Footwear,625
West Gear,Outlet,Men's Street Footwear,756
Amazon,Online,Men's Street Footwear,562
Amazon,Online,Men's Street Footwear,767
Amazon,Outlet,Women's Apparel,598
Amazon,Online,Men's Street Footwear,825
Amazon,Outlet,Men's Athletic Footwear,541
Amazon,Online,Men's Street Footwear,642
Amazon,Outlet,Women's Street Footwear,576
Amazon,Outlet,Women's Apparel,730
West Gear,Online,Men's Street Footwear,806
Amazon,In-store,Women's Athletic Footwear,5000
Amazon,Online,Women's Apparel,763
Amazon,Online,Women's Apparel,720
Amazon,Outlet,Women's Apparel,564
Amazon,Outlet,Men's Athletic Footwear,528
Amazon,Online,Women's Apparel,725
Amazon,Online,Men's Athletic Footwear,615
Amazon,Outlet,Women's Street Footwear,394
Amazon,Online,Men's Athletic Footwear,587
Amazon,Outlet,Men's Apparel,445
Amazon,Online,Women's Street Footwear,622
Amazon,Outlet,Men's Athletic Footwear,466
Amazon,Outlet,Men's Athletic Footwear,433
Amazon,Outlet,Women's Street Footwear,360
Amazon,Outlet,Women's Apparel,375
Amazon,Online,Men's Athletic Footwear,562
Amazon,Online,Women's Apparel,721
Amazon,Online,Women's Street Footwear,504
Amazon,Outlet,Men's Apparel,462
Amazon,Online,Women's Apparel,634
Amazon,Outlet,Women's Street Footwear,364
Amazon,Outlet,Men's Apparel,499
Amazon,Outlet,Women's Athletic Footwear,388
West Gear,Outlet,Women's Street Footwear,469
Amazon,Outlet,Women's Athletic Footwear,444
Amazon,Outlet,Women's Street Footwear,283
Amazon,Outlet,Women's Apparel,354
Amazon,Online,Men's Athletic Footwear,550
Amazon,Outlet,Men's Athletic Footwear,436
Amazon,Online,Women's Street Footwear,451
West Gear,Outlet,Men's Athletic Footwear,461
West Gear,Online,Women's Street Footwear,547
Amazon,Outlet,Women's Apparel,278
Amazon,Outlet,Women's Street Footwear,355
Amazon,Outlet,Women's Athletic Footwear,346
Amazon,Outlet,Women's Athletic Footwear,403
Amazon,Outlet,Women's Street Footwear,298
Amazon,Online,Men's Apparel,508
Amazon,Online,Women's Apparel,658
Amazon,Outlet,Men's Athletic Footwear,385
Amazon,Outlet,Women's Apparel,419
Amazon,Online,Men's Athletic Footwear,410
Amazon,Outlet,Men's Apparel,419
Amazon,Outlet,Men's Apparel,455
Amazon,Online,Women's Apparel,396
Amazon,Online,Women's Athletic Footwear,423
Amazon,Online,Women's Athletic Footwear,414
Amazon,Online,Women's Street Footwear,351
Amazon,Outlet,Women's Apparel,324
West Gear,Outlet,Women's Apparel,486
Amazon,Online,Women's Apparel,431
Amazon,Online,Women's Apparel,366
Amazon,Online,Men's Athletic Footwear,425
Amazon,Outlet,Women's Street Footwear,196
Amazon,Outlet,Women's Athletic Footwear,340
Amazon,Outlet,Men's Athletic Footwear,315
Amazon,Outlet,Women's Athletic Footwear,332
Amazon,Online,Women's Street Footwear,365
Amazon,Online,Men's Apparel,470
West Gear,Online,Women's Apparel,575
West Gear,Online,Men's Athletic Footwear,446
Amazon,Online,Women's Athletic Footwear,454
Amazon,Online,Men's Apparel,543
Amazon,Online,Women's Street Footwear,308
Amazon,Online,Women's Apparel,328
Amazon,Online,Men's Athletic Footwear,432
Amazon,Online,Men's Apparel,536
Amazon,Outlet,Men's Athletic Footwear,288
Amazon,Online,Women's Apparel,460
Amazon,Online,Women's Street Footwear,262
Amazon,Online,Women's Street Footwear,368
