hour_of_day,money,coffee_name,Time_of_Day,Weekday,Month_name
12,25.96,Americano,Afternoon,Tue,Oct
13,35.76,Latte,Afternoon,Tue,Oct
13,35.76,Latte,Afternoon,Tue,Oct
14,35.76,Latte,Afternoon,Tue,Oct
15,35.76,Latte,Afternoon,Tue,Oct
15,25.96,Americano,Afternoon,Tue,Oct
15,30.86,Americano with Milk,Afternoon,Tue,Oct
20,35.76,Hot Chocolate,Night,Tue,Oct
20,35.76,Cappuccino,Night,Tue,Oct
20,35.76,Latte,Night,Tue,Oct
21,30.86,Americano with Milk,Night,Tue,Oct
21,30.86,Americano with Milk,Night,Tue,Oct
7,35.76,Latte,Morning,Wed,Oct
8,30.86,Americano with Milk,Morning,Wed,Oct
9,30.86,Americano with Milk,Morning,Wed,Oct
9,35.76,Latte,Morning,Wed,Oct
10,21.06,Espresso,Morning,Wed,Oct
11,25.96,Americano,Morning,Wed,Oct
13,35.76,Latte,Afternoon,Wed,Oct
13,30.86,Americano with Milk,Afternoon,Wed,Oct
17,35.76,Cappuccino,Night,Wed,Oct
17,25.96,Americano,Night,Wed,Oct
17,21.06,Espresso,Night,Wed,Oct
20,35.76,Cappuccino,Night,Wed,Oct
8,25.96,Americano,Morning,Thu,Oct
9,30.86,Americano with Milk,Morning,Thu,Oct
9,35.76,Hot Chocolate,Morning,Thu,Oct
10,35.76,Latte,Morning,Thu,Oct
10,25.96,Cortado,Morning,Thu,Oct
10,25.96,Cortado,Morning,Thu,Oct
10,35.76,Latte,Morning,Thu,Oct
11,35.76,Latte,Morning,Thu,Oct
15,35.76,Cappuccino,Afternoon,Thu,Oct
17,35.76,Latte,Night,Thu,Oct
18,25.96,Americano,Night,Thu,Oct
18,30.86,Americano with Milk,Night,Thu,Oct
18,35.76,Latte,Night,Thu,Oct
22,35.76,Hot Chocolate,Night,Thu,Oct
22,35.76,Hot Chocolate,Night,Thu,Oct
7,30.86,Americano with Milk,Morning,Fri,Oct
8,35.76,Latte,Morning,Fri,Oct
8,25.96,Cortado,Morning,Fri,Oct
8,35.76,Latte,Morning,Fri,Oct
8,35.76,Cocoa,Morning,Fri,Oct
8,35.76,Cocoa,Morning,Fri,Oct
8,30.86,Americano with Milk,Morning,Fri,Oct
8,35.76,Hot Chocolate,Morning,Fri,Oct
9,30.86,Americano with Milk,Morning,Fri,Oct
9,25.96,Cortado,Morning,Fri,Oct
10,25.96,Americano,Morning,Fri,Oct
10,25.96,Americano,Morning,Fri,Oct
10,30.86,Americano with Milk,Morning,Fri,Oct
13,35.76,Latte,Afternoon,Fri,Oct
13,25.96,Americano,Afternoon,Fri,Oct
13,25.96,Americano,Afternoon,Fri,Oct
14,35.76,Cocoa,Afternoon,Fri,Oct
14,25.96,Americano,Afternoon,Fri,Oct
14,35.76,Cappuccino,Afternoon,Fri,Oct
17,35.76,Latte,Night,Fri,Oct
17,35.76,Hot Chocolate,Night,Fri,Oct
17,35.76,Hot Chocolate,Night,Fri,Oct
21,35.76,Latte,Night,Fri,Oct
21,30.86,Americano with Milk,Night,Fri,Oct
22,35.76,Hot Chocolate,Night,Fri,Oct
22,35.76,Hot Chocolate,Night,Fri,Oct
8,25.96,Cortado,Morning,Sat,Oct
10,25.96,Cortado,Morning,Sat,Oct
10,25.96,Cortado,Morning,Sat,Oct
11,35.76,Latte,Morning,Sat,Oct
11,30.86,Americano with Milk,Morning,Sat,Oct
13,35.76,Cappuccino,Afternoon,Sat,Oct
20,35.76,Latte,Night,Sat,Oct
9,25.96,Cortado,Morning,Sun,Oct
12,30.86,Americano with Milk,Afternoon,Sun,Oct
13,25.96,Cortado,Afternoon,Sun,Oct
13,21.06,Espresso,Afternoon,Sun,Oct
13,25.96,Cortado,Afternoon,Sun,Oct
17,35.76,Latte,Night,Sun,Oct
17,35.76,Latte,Night,Sun,Oct
18,35.76,Cappuccino,Night,Sun,Oct
20,35.76,Cappuccino,Night,Sun,Oct
8,30.86,Americano with Milk,Morning,Mon,Oct
9,35.76,Cocoa,Morning,Mon,Oct
10,25.96,Cortado,Morning,Mon,Oct
10,35.76,Latte,Morning,Mon,Oct
10,35.76,Latte,Morning,Mon,Oct
11,35.76,Cappuccino,Morning,Mon,Oct
11,25.96,Americano,Morning,Mon,Oct
11,25.96,Americano,Morning,Mon,Oct
14,35.76,Latte,Afternoon,Mon,Oct
14,35.76,Latte,Afternoon,Mon,Oct
16,25.96,Americano,Afternoon,Mon,Oct
18,35.76,Latte,Night,Mon,Oct
18,35.76,Cappuccino,Night,Mon,Oct
22,35.76,Latte,Night,Mon,Oct
22,35.76,Latte,Night,Mon,Oct
22,35.76,Latte,Night,Mon,Oct
8,25.96,Cortado,Morning,Tue,Oct
8,21.06,Espresso,Morning,Tue,Oct
11,35.76,Hot Chocolate,Morning,Tue,Oct
11,35.76,Latte,Morning,Tue,Oct
11,35.76,Hot Chocolate,Morning,Tue,Oct
13,35.76,Latte,Afternoon,Tue,Oct
13,30.86,Americano with Milk,Afternoon,Tue,Oct
15,35.76,Latte,Afternoon,Tue,Oct
15,25.96,Americano,Afternoon,Tue,Oct
15,21.06,Espresso,Afternoon,Tue,Oct
17,35.76,Hot Chocolate,Night,Tue,Oct
19,25.96,Americano,Night,Tue,Oct
19,35.76,Cocoa,Night,Tue,Oct
20,35.76,Latte,Night,Tue,Oct
20,35.76,Latte,Night,Tue,Oct
21,35.76,Hot Chocolate,Night,Tue,Oct
21,35.76,Hot Chocolate,Night,Tue,Oct
22,35.76,Latte,Night,Tue,Oct
8,30.86,Americano with Milk,Morning,Wed,Oct
8,35.76,Hot Chocolate,Morning,Wed,Oct
9,35.76,Latte,Morning,Wed,Oct
10,30.86,Americano with Milk,Morning,Wed,Oct
10,30.86,Americano with Milk,Morning,Wed,Oct
10,30.86,Americano with Milk,Morning,Wed,Oct
11,25.96,Americano,Morning,Wed,Oct
12,30.86,Americano with Milk,Afternoon,Wed,Oct
13,25.96,Americano,Afternoon,Wed,Oct
16,35.76,Latte,Afternoon,Wed,Oct
17,30.86,Americano with Milk,Night,Wed,Oct
19,30.86,Americano with Milk,Night,Wed,Oct
19,30.86,Americano with Milk,Night,Wed,Oct
21,35.76,Hot Chocolate,Night,Wed,Oct
7,35.76,Latte,Morning,Thu,Oct
7,35.76,Latte,Morning,Thu,Oct
9,30.86,Americano with Milk,Morning,Thu,Oct
10,35.76,Latte,Morning,Thu,Oct
10,35.76,Hot Chocolate,Morning,Thu,Oct
11,30.86,Americano with Milk,Morning,Thu,Oct
13,35.76,Latte,Afternoon,Thu,Oct
14,25.96,Americano,Afternoon,Thu,Oct
16,35.76,Hot Chocolate,Afternoon,Thu,Oct
16,35.76,Hot Chocolate,Afternoon,Thu,Oct
16,35.76,Latte,Afternoon,Thu,Oct
16,35.76,Hot Chocolate,Afternoon,Thu,Oct
16,35.76,Hot Chocolate,Afternoon,Thu,Oct
17,35.76,Cappuccino,Night,Thu,Oct
17,35.76,Hot Chocolate,Night,Thu,Oct
19,35.76,Latte,Night,Thu,Oct
20,30.86,Americano with Milk,Night,Thu,Oct
21,35.76,Latte,Night,Thu,Oct
21,35.76,Latte,Night,Thu,Oct
21,35.76,Latte,Night,Thu,Oct
21,35.76,Hot Chocolate,Night,Thu,Oct
8,35.76,Cocoa,Morning,Fri,Oct
8,35.76,Cocoa,Morning,Fri,Oct
9,35.76,Cocoa,Morning,Fri,Oct
9,35.76,Cocoa,Morning,Fri,Oct
9,35.76,Cappuccino,Morning,Fri,Oct
11,35.76,Cappuccino,Morning,Fri,Oct
14,35.76,Latte,Afternoon,Fri,Oct
14,35.76,Cappuccino,Afternoon,Fri,Oct
15,25.96,Americano,Afternoon,Fri,Oct
16,35.76,Latte,Afternoon,Fri,Oct
17,35.76,Hot Chocolate,Night,Fri,Oct
21,35.76,Cocoa,Night,Fri,Oct
21,35.76,Cocoa,Night,Fri,Oct
21,30.86,Americano with Milk,Night,Fri,Oct
22,35.76,Latte,Night,Fri,Oct
8,30.86,Americano with Milk,Morning,Sat,Oct
13,35.76,Latte,Afternoon,Sat,Oct
14,35.76,Cappuccino,Afternoon,Sat,Oct
15,35.76,Hot Chocolate,Afternoon,Sat,Oct
15,35.76,Latte,Afternoon,Sat,Oct
16,35.76,Latte,Afternoon,Sat,Oct
16,35.76,Latte,Afternoon,Sat,Oct
21,35.76,Cocoa,Night,Sat,Oct
22,35.76,Cappuccino,Night,Sat,Oct
8,35.76,Latte,Morning,Sun,Oct
8,35.76,Cocoa,Morning,Sun,Oct
11,35.76,Latte,Morning,Sun,Oct
14,35.76,Hot Chocolate,Afternoon,Sun,Oct
14,25.96,Cortado,Afternoon,Sun,Oct
15,30.86,Americano with Milk,Afternoon,Sun,Oct
16,35.76,Latte,Afternoon,Sun,Oct
16,35.76,Latte,Afternoon,Sun,Oct
17,35.76,Latte,Night,Sun,Oct
18,35.76,Cocoa,Night,Sun,Oct
18,35.76,Cocoa,Night,Sun,Oct
21,35.76,Hot Chocolate,Night,Sun,Oct
21,25.96,Cortado,Night,Sun,Oct
21,35.76,Cocoa,Night,Sun,Oct
21,35.76,Latte,Night,Sun,Oct
22,35.76,Cappuccino,Night,Sun,Oct
7,35.76,Latte,Morning,Mon,Oct
8,35.76,Latte,Morning,Mon,Oct
9,30.86,Americano with Milk,Morning,Mon,Oct
9,35.76,Latte,Morning,Mon,Oct
10,25.96,Americano,Morning,Mon,Oct
10,25.96,Cortado,Morning,Mon,Oct
10,25.96,Cortado,Morning,Mon,Oct
11,21.06,Espresso,Morning,Mon,Oct
12,35.76,Cappuccino,Afternoon,Mon,Oct
14,35.76,Latte,Afternoon,Mon,Oct
14,35.76,Latte,Afternoon,Mon,Oct
15,30.86,Americano with Milk,Afternoon,Mon,Oct
15,25.96,Cortado,Afternoon,Mon,Oct
16,35.76,Cocoa,Afternoon,Mon,Oct
16,35.76,Latte,Afternoon,Mon,Oct
19,35.76,Hot Chocolate,Night,Mon,Oct
21,35.76,Latte,Night,Mon,Oct
22,35.76,Cocoa,Night,Mon,Oct
22,35.76,Hot Chocolate,Night,Mon,Oct
7,35.76,Latte,Morning,Tue,Oct
7,35.76,Cappuccino,Morning,Tue,Oct
8,30.86,Americano with Milk,Morning,Tue,Oct
9,25.96,Cortado,Morning,Tue,Oct
10,21.06,Espresso,Morning,Tue,Oct
10,25.96,Cortado,Morning,Tue,Oct
18,25.96,Americano,Night,Tue,Oct
19,35.76,Hot Chocolate,Night,Tue,Oct
19,35.76,Latte,Night,Tue,Oct
7,35.76,Latte,Morning,Wed,Oct
8,30.86,Americano with Milk,Morning,Wed,Oct
10,25.96,Cortado,Morning,Wed,Oct
12,30.86,Americano with Milk,Afternoon,Wed,Oct
16,30.86,Americano with Milk,Afternoon,Wed,Oct
16,30.86,Americano with Milk,Afternoon,Wed,Oct
16,35.76,Cappuccino,Afternoon,Wed,Oct
17,21.06,Espresso,Night,Wed,Oct
18,35.76,Cocoa,Night,Wed,Oct
19,35.76,Cappuccino,Night,Wed,Oct
21,30.86,Americano with Milk,Night,Wed,Oct
21,35.76,Hot Chocolate,Night,Wed,Oct
22,35.76,Latte,Night,Wed,Oct
12,25.96,Americano,Afternoon,Thu,Oct
13,35.76,Cappuccino,Afternoon,Thu,Oct
14,35.76,Cappuccino,Afternoon,Thu,Oct
14,35.76,Hot Chocolate,Afternoon,Thu,Oct
14,35.76,Latte,Afternoon,Thu,Oct
15,35.76,Latte,Afternoon,Thu,Oct
15,35.76,Latte,Afternoon,Thu,Oct
18,25.96,Americano,Night,Thu,Oct
18,25.96,Americano,Night,Thu,Oct
19,35.76,Latte,Night,Thu,Oct
20,25.96,Americano,Night,Thu,Oct
21,35.76,Hot Chocolate,Night,Thu,Oct
21,35.76,Hot Chocolate,Night,Thu,Oct
21,35.76,Hot Chocolate,Night,Thu,Oct
21,35.76,Cappuccino,Night,Thu,Oct
7,35.76,Cappuccino,Morning,Fri,Oct
7,21.06,Espresso,Morning,Fri,Oct
8,35.76,Cocoa,Morning,Fri,Oct
8,35.76,Latte,Morning,Fri,Oct
8,35.76,Cocoa,Morning,Fri,Oct
10,25.96,Americano,Morning,Fri,Oct
10,25.96,Americano,Morning,Fri,Oct
10,30.86,Americano with Milk,Morning,Fri,Oct
11,35.76,Cocoa,Morning,Fri,Oct
11,35.76,Cocoa,Morning,Fri,Oct
12,25.96,Cortado,Afternoon,Fri,Oct
12,35.76,Latte,Afternoon,Fri,Oct
14,35.76,Cappuccino,Afternoon,Fri,Oct
22,35.76,Hot Chocolate,Night,Fri,Oct
22,21.06,Espresso,Night,Fri,Oct
7,35.76,Cappuccino,Morning,Sat,Oct
8,25.96,Cortado,Morning,Sat,Oct
8,35.76,Cappuccino,Morning,Sat,Oct
10,25.96,Americano,Morning,Sat,Oct
12,35.76,Cocoa,Afternoon,Sat,Oct
13,35.76,Latte,Afternoon,Sat,Oct
14,35.76,Latte,Afternoon,Sat,Oct
14,30.86,Americano with Milk,Afternoon,Sat,Oct
15,25.96,Cortado,Afternoon,Sat,Oct
15,25.96,Cortado,Afternoon,Sat,Oct
15,35.76,Latte,Afternoon,Sat,Oct
15,35.76,Latte,Afternoon,Sat,Oct
15,30.86,Americano with Milk,Afternoon,Sat,Oct
15,30.86,Americano with Milk,Afternoon,Sat,Oct
19,35.76,Cappuccino,Night,Sat,Oct
20,30.86,Americano with Milk,Night,Sat,Oct
11,30.86,Americano with Milk,Morning,Sun,Oct
12,35.76,Latte,Afternoon,Sun,Oct
12,30.86,Americano with Milk,Afternoon,Sun,Oct
13,35.76,Cappuccino,Afternoon,Sun,Oct
16,35.76,Latte,Afternoon,Sun,Oct
7,35.76,Cappuccino,Morning,Mon,Oct
8,25.96,Americano,Morning,Mon,Oct
8,35.76,Latte,Morning,Mon,Oct
9,30.86,Americano with Milk,Morning,Mon,Oct
11,35.76,Latte,Morning,Mon,Oct
11,35.76,Latte,Morning,Mon,Oct
12,35.76,Hot Chocolate,Afternoon,Mon,Oct
12,30.86,Americano with Milk,Afternoon,Mon,Oct
12,35.76,Cappuccino,Afternoon,Mon,Oct
14,30.86,Americano with Milk,Afternoon,Mon,Oct
14,30.86,Americano with Milk,Afternoon,Mon,Oct
14,30.86,Americano with Milk,Afternoon,Mon,Oct
16,35.76,Latte,Afternoon,Mon,Oct
17,35.76,Cocoa,Night,Mon,Oct
17,35.76,Cocoa,Night,Mon,Oct
19,35.76,Cappuccino,Night,Mon,Oct
21,30.86,Americano with Milk,Night,Mon,Oct
22,30.86,Americano with Milk,Night,Mon,Oct
8,35.76,Latte,Morning,Tue,Oct
8,35.76,Latte,Morning,Tue,Oct
9,35.76,Latte,Morning,Tue,Oct
11,30.86,Americano with Milk,Morning,Tue,Oct
12,21.06,Espresso,Afternoon,Tue,Oct
14,25.96,Cortado,Afternoon,Tue,Oct
14,25.96,Cortado,Afternoon,Tue,Oct
14,35.76,Cappuccino,Afternoon,Tue,Oct
16,35.76,Hot Chocolate,Afternoon,Tue,Oct
16,35.76,Cocoa,Afternoon,Tue,Oct
16,35.76,Cocoa,Afternoon,Tue,Oct
18,30.86,Americano with Milk,Night,Tue,Oct
18,30.86,Americano with Milk,Night,Tue,Oct
19,30.86,Americano with Milk,Night,Tue,Oct
19,35.76,Cappuccino,Night,Tue,Oct
19,35.76,Hot Chocolate,Night,Tue,Oct
19,35.76,Latte,Night,Tue,Oct
20,35.76,Latte,Night,Tue,Oct
7,35.76,Latte,Morning,Wed,Oct
8,30.86,Americano with Milk,Morning,Wed,Oct
8,30.86,Americano with Milk,Morning,Wed,Oct
9,35.76,Latte,Morning,Wed,Oct
10,35.76,Latte,Morning,Wed,Oct
10,35.76,Latte,Morning,Wed,Oct
12,35.76,Latte,Afternoon,Wed,Oct
12,25.96,Americano,Afternoon,Wed,Oct
12,30.86,Americano with Milk,Afternoon,Wed,Oct
12,25.96,Americano,Afternoon,Wed,Oct
15,35.76,Latte,Afternoon,Wed,Oct
15,35.76,Latte,Afternoon,Wed,Oct
16,30.86,Americano with Milk,Afternoon,Wed,Oct
18,35.76,Hot Chocolate,Night,Wed,Oct
19,30.86,Americano with Milk,Night,Wed,Oct
19,30.86,Americano with Milk,Night,Wed,Oct
7,35.76,Latte,Morning,Thu,Oct
8,35.76,Latte,Morning,Thu,Oct
9,30.86,Americano with Milk,Morning,Thu,Oct
15,35.76,Latte,Afternoon,Thu,Oct
16,30.86,Americano with Milk,Afternoon,Thu,Oct
8,35.76,Cocoa,Morning,Fri,Nov
8,25.96,Americano,Morning,Fri,Nov
10,35.76,Latte,Morning,Fri,Nov
12,35.76,Cocoa,Afternoon,Fri,Nov
12,35.76,Cocoa,Afternoon,Fri,Nov
15,25.96,Cortado,Afternoon,Fri,Nov
22,30.86,Americano with Milk,Night,Fri,Nov
8,25.96,Cortado,Morning,Sat,Nov
10,35.76,Cocoa,Morning,Sat,Nov
10,30.86,Americano with Milk,Morning,Sat,Nov
14,30.86,Americano with Milk,Afternoon,Sat,Nov
16,35.76,Hot Chocolate,Afternoon,Sat,Nov
16,35.76,Latte,Afternoon,Sat,Nov
16,35.76,Latte,Afternoon,Sat,Nov
18,30.86,Americano with Milk,Night,Sat,Nov
18,25.96,Americano,Night,Sat,Nov
8,25.96,Cortado,Morning,Sun,Nov
9,30.86,Americano with Milk,Morning,Sun,Nov
9,30.86,Americano with Milk,Morning,Sun,Nov
13,35.76,Latte,Afternoon,Sun,Nov
13,30.86,Americano with Milk,Afternoon,Sun,Nov
13,35.76,Cocoa,Afternoon,Sun,Nov
13,25.96,Americano,Afternoon,Sun,Nov
13,30.86,Americano with Milk,Afternoon,Sun,Nov
16,35.76,Hot Chocolate,Afternoon,Sun,Nov
16,35.76,Hot Chocolate,Afternoon,Sun,Nov
16,25.96,Americano,Afternoon,Sun,Nov
16,25.96,Americano,Afternoon,Sun,Nov
20,35.76,Cocoa,Night,Sun,Nov
7,35.76,Latte,Morning,Mon,Nov
8,35.76,Latte,Morning,Mon,Nov
8,30.86,Americano with Milk,Morning,Mon,Nov
12,25.96,Americano,Afternoon,Mon,Nov
12,30.86,Americano with Milk,Afternoon,Mon,Nov
14,35.76,Cocoa,Afternoon,Mon,Nov
14,35.76,Cocoa,Afternoon,Mon,Nov
7,35.76,Cocoa,Morning,Tue,Nov
9,30.86,Americano with Milk,Morning,Tue,Nov
9,35.76,Cappuccino,Morning,Tue,Nov
9,30.86,Americano with Milk,Morning,Tue,Nov
10,30.86,Americano with Milk,Morning,Tue,Nov
11,35.76,Cocoa,Morning,Tue,Nov
11,35.76,Latte,Morning,Tue,Nov
14,35.76,Latte,Afternoon,Tue,Nov
14,35.76,Latte,Afternoon,Tue,Nov
18,35.76,Cappuccino,Night,Tue,Nov
18,35.76,Cappuccino,Night,Tue,Nov
18,35.76,Cappuccino,Night,Tue,Nov
21,35.76,Cocoa,Night,Tue,Nov
21,35.76,Cocoa,Night,Tue,Nov
21,35.76,Hot Chocolate,Night,Tue,Nov
22,35.76,Hot Chocolate,Night,Tue,Nov
22,30.86,Americano with Milk,Night,Tue,Nov
8,35.76,Latte,Morning,Wed,Nov
11,21.06,Espresso,Morning,Wed,Nov
13,25.96,Americano,Afternoon,Wed,Nov
15,35.76,Cappuccino,Afternoon,Wed,Nov
16,35.76,Latte,Afternoon,Wed,Nov
16,35.76,Cappuccino,Afternoon,Wed,Nov
18,35.76,Hot Chocolate,Night,Wed,Nov
18,35.76,Hot Chocolate,Night,Wed,Nov
12,35.76,Latte,Afternoon,Thu,Nov
15,25.96,Americano,Afternoon,Thu,Nov
16,25.96,Americano,Afternoon,Thu,Nov
18,35.76,Cocoa,Night,Thu,Nov
19,35.76,Hot Chocolate,Night,Thu,Nov
19,35.76,Latte,Night,Thu,Nov
20,35.76,Latte,Night,Thu,Nov
9,30.86,Americano with Milk,Morning,Fri,Nov
9,25.96,Americano,Morning,Fri,Nov
9,25.96,Americano,Morning,Fri,Nov
11,35.76,Cappuccino,Morning,Fri,Nov
13,35.76,Latte,Afternoon,Fri,Nov
13,35.76,Latte,Afternoon,Fri,Nov
16,30.86,Americano with Milk,Afternoon,Fri,Nov
16,30.86,Americano with Milk,Afternoon,Fri,Nov
20,35.76,Hot Chocolate,Night,Fri,Nov
20,35.76,Hot Chocolate,Night,Fri,Nov
20,35.76,Hot Chocolate,Night,Fri,Nov
22,35.76,Latte,Night,Fri,Nov
10,30.86,Americano with Milk,Morning,Sat,Nov
11,25.96,Cortado,Morning,Sat,Nov
11,25.96,Cortado,Morning,Sat,Nov
11,35.76,Latte,Morning,Sat,Nov
13,35.76,Hot Chocolate,Afternoon,Sat,Nov
13,35.76,Hot Chocolate,Afternoon,Sat,Nov
14,35.76,Hot Chocolate,Afternoon,Sat,Nov
14,35.76,Hot Chocolate,Afternoon,Sat,Nov
14,25.96,Americano,Afternoon,Sat,Nov
15,30.86,Americano with Milk,Afternoon,Sat,Nov
16,35.76,Latte,Afternoon,Sat,Nov
16,35.76,Cocoa,Afternoon,Sat,Nov
20,25.96,Americano,Night,Sat,Nov
20,35.76,Latte,Night,Sat,Nov
22,35.76,Cocoa,Night,Sat,Nov
22,25.96,Americano,Night,Sat,Nov
22,25.96,Americano,Night,Sat,Nov
9,25.96,Americano,Morning,Sun,Nov
17,35.76,Cocoa,Night,Sun,Nov
18,35.76,Hot Chocolate,Night,Sun,Nov
18,35.76,Hot Chocolate,Night,Sun,Nov
20,35.76,Cappuccino,Night,Sun,Nov
20,35.76,Cappuccino,Night,Sun,Nov
7,35.76,Cappuccino,Morning,Mon,Nov
9,30.86,Americano with Milk,Morning,Mon,Nov
10,25.96,Cortado,Morning,Mon,Nov
16,35.76,Cappuccino,Afternoon,Mon,Nov
16,35.76,Hot Chocolate,Afternoon,Mon,Nov
17,35.76,Cappuccino,Night,Mon,Nov
19,35.76,Latte,Night,Mon,Nov
19,35.76,Hot Chocolate,Night,Mon,Nov
21,35.76,Latte,Night,Mon,Nov
21,35.76,Latte,Night,Mon,Nov
10,35.76,Latte,Morning,Tue,Nov
13,35.76,Latte,Afternoon,Tue,Nov
14,35.76,Latte,Afternoon,Tue,Nov
16,35.76,Hot Chocolate,Afternoon,Tue,Nov
16,35.76,Hot Chocolate,Afternoon,Tue,Nov
16,35.76,Cocoa,Afternoon,Tue,Nov
18,35.76,Cappuccino,Night,Tue,Nov
20,35.76,Latte,Night,Tue,Nov
20,35.76,Cocoa,Night,Tue,Nov
8,30.86,Americano with Milk,Morning,Wed,Nov
10,35.76,Latte,Morning,Wed,Nov
13,30.86,Americano with Milk,Afternoon,Wed,Nov
13,30.86,Americano with Milk,Afternoon,Wed,Nov
14,30.86,Americano with Milk,Afternoon,Wed,Nov
14,35.76,Latte,Afternoon,Wed,Nov
9,35.76,Latte,Morning,Thu,Nov
10,25.96,Americano,Morning,Thu,Nov
12,21.06,Espresso,Afternoon,Thu,Nov
15,35.76,Cappuccino,Afternoon,Thu,Nov
15,35.76,Latte,Afternoon,Thu,Nov
15,35.76,Cappuccino,Afternoon,Thu,Nov
16,30.86,Americano with Milk,Afternoon,Thu,Nov
16,35.76,Cappuccino,Afternoon,Thu,Nov
19,35.76,Hot Chocolate,Night,Thu,Nov
19,35.76,Hot Chocolate,Night,Thu,Nov
20,35.76,Cocoa,Night,Thu,Nov
20,35.76,Hot Chocolate,Night,Thu,Nov
21,35.76,Latte,Night,Thu,Nov
22,35.76,Latte,Night,Thu,Nov
8,30.86,Americano with Milk,Morning,Fri,Nov
11,30.86,Americano with Milk,Morning,Fri,Nov
12,35.76,Cocoa,Afternoon,Fri,Nov
12,35.76,Cocoa,Afternoon,Fri,Nov
13,35.76,Latte,Afternoon,Fri,Nov
15,25.96,Americano,Afternoon,Fri,Nov
17,30.86,Americano with Milk,Night,Fri,Nov
17,35.76,Latte,Night,Fri,Nov
18,35.76,Hot Chocolate,Night,Fri,Nov
18,30.86,Americano with Milk,Night,Fri,Nov
18,30.86,Americano with Milk,Night,Fri,Nov
10,25.96,Cortado,Morning,Sat,Nov
10,25.96,Cortado,Morning,Sat,Nov
11,35.76,Hot Chocolate,Morning,Sat,Nov
11,35.76,Latte,Morning,Sat,Nov
11,25.96,Americano,Morning,Sat,Nov
12,35.76,Cappuccino,Afternoon,Sat,Nov
12,30.86,Americano with Milk,Afternoon,Sat,Nov
12,35.76,Latte,Afternoon,Sat,Nov
12,35.76,Latte,Afternoon,Sat,Nov
13,30.86,Americano with Milk,Afternoon,Sat,Nov
13,35.76,Latte,Afternoon,Sat,Nov
13,35.76,Latte,Afternoon,Sat,Nov
14,30.86,Americano with Milk,Afternoon,Sat,Nov
10,30.86,Americano with Milk,Morning,Sun,Nov
13,30.86,Americano with Milk,Afternoon,Sun,Nov
14,25.96,Americano,Afternoon,Sun,Nov
14,30.86,Americano with Milk,Afternoon,Sun,Nov
16,35.76,Latte,Afternoon,Sun,Nov
16,35.76,Latte,Afternoon,Sun,Nov
18,35.76,Hot Chocolate,Night,Sun,Nov
19,35.76,Hot Chocolate,Night,Sun,Nov
19,35.76,Hot Chocolate,Night,Sun,Nov
7,30.86,Americano with Milk,Morning,Mon,Nov
7,30.86,Americano with Milk,Morning,Mon,Nov
7,35.76,Latte,Morning,Mon,Nov
16,35.76,Latte,Afternoon,Mon,Nov
16,35.76,Latte,Afternoon,Mon,Nov
18,35.76,Latte,Night,Mon,Nov
7,35.76,Cocoa,Morning,Tue,Nov
7,30.86,Americano with Milk,Morning,Tue,Nov
7,35.76,Latte,Morning,Tue,Nov
7,21.06,Espresso,Morning,Tue,Nov
7,35.76,Latte,Morning,Tue,Nov
10,30.86,Americano with Milk,Morning,Tue,Nov
11,35.76,Latte,Morning,Tue,Nov
16,35.76,Cocoa,Afternoon,Tue,Nov
16,35.76,Cocoa,Afternoon,Tue,Nov
16,35.76,Cappuccino,Afternoon,Tue,Nov
16,35.76,Cappuccino,Afternoon,Tue,Nov
13,30.86,Americano with Milk,Afternoon,Wed,Nov
16,35.76,Latte,Afternoon,Wed,Nov
17,35.76,Cappuccino,Night,Wed,Nov
17,35.76,Hot Chocolate,Night,Wed,Nov
11,25.96,Cortado,Morning,Thu,Nov
12,35.76,Latte,Afternoon,Thu,Nov
12,35.76,Cocoa,Afternoon,Thu,Nov
13,35.76,Cocoa,Afternoon,Thu,Nov
16,35.76,Latte,Afternoon,Thu,Nov
17,30.86,Americano with Milk,Night,Thu,Nov
17,25.96,Cortado,Night,Thu,Nov
19,35.76,Hot Chocolate,Night,Thu,Nov
7,35.76,Latte,Morning,Fri,Nov
10,35.76,Cappuccino,Morning,Fri,Nov
11,35.76,Latte,Morning,Fri,Nov
11,35.76,Cocoa,Morning,Fri,Nov
16,35.76,Hot Chocolate,Afternoon,Fri,Nov
16,35.76,Latte,Afternoon,Fri,Nov
9,25.96,Cortado,Morning,Sat,Nov
9,25.96,Cortado,Morning,Sat,Nov
10,35.76,Latte,Morning,Sat,Nov
11,35.76,Cappuccino,Morning,Sat,Nov
11,25.96,Americano,Morning,Sat,Nov
11,25.96,Americano,Morning,Sat,Nov
11,35.76,Hot Chocolate,Morning,Sat,Nov
22,35.76,Latte,Night,Sat,Nov
8,35.76,Latte,Morning,Sun,Nov
7,35.76,Cappuccino,Morning,Mon,Nov
7,35.76,Latte,Morning,Mon,Nov
9,30.86,Americano with Milk,Morning,Mon,Nov
10,25.96,Cortado,Morning,Mon,Nov
12,35.76,Latte,Afternoon,Mon,Nov
12,35.76,Latte,Afternoon,Mon,Nov
16,35.76,Hot Chocolate,Afternoon,Mon,Nov
19,30.86,Americano with Milk,Night,Mon,Nov
19,35.76,Hot Chocolate,Night,Mon,Nov
21,35.76,Hot Chocolate,Night,Mon,Nov
21,35.76,Cappuccino,Night,Mon,Nov
7,35.76,Latte,Morning,Tue,Nov
11,35.76,Cocoa,Morning,Tue,Nov
