,Gender,Primary_Device,Exceeded_Recommended_Limit,Health_Impacts,Urban_or_Rural,Avg_Daily_Screen_Time_hr
,Female,Smartphone,FALSE,None,Rural,0.52
,Male,TV,FALSE,None,Urban,1.13
,Male,TV,TRUE,None,Urban,4.55
,Male,Tablet,TRUE,None,Urban,7.54
,Female,Tablet,TRUE,None,Urban,5.39
,Female,Smartphone,TRUE,None,Urban,4.08
,Male,Smartphone,TRUE,None,Urban,3.78
,Male,Laptop,FALSE,None,Urban,1.87
,Male,Smartphone,TRUE,None,Rural,5.17
,Female,Tablet,FALSE,None,Urban,1.51
,Female,Smartphone,TRUE,None,Rural,2.82
,Male,Laptop,TRUE,None,Urban,6.26
,Male,TV,TRUE,None,Rural,7.96
,Female,Smartphone,TRUE,None,Urban,3.86
,Female,Smartphone,TRUE,None,Urban,3.34
,Male,Smartphone,FALSE,None,Rural,2.49
,Female,Laptop,TRUE,None,Urban,4.93
,Male,Smartphone,TRUE,None,Rural,4.99
,Female,Smartphone,TRUE,None,Rural,2.51
,Male,Smartphone,FALSE,None,Urban,1.58
,Male,Smartphone,TRUE,None,Urban,5.48
,Male,Smartphone,TRUE,None,Rural,3.02
,Male,Tablet,TRUE,None,Rural,4.64
,Male,Laptop,TRUE,None,Urban,4.06
,Male,Smartphone,FALSE,None,Urban,0.0
,Female,Tablet,TRUE,None,Urban,6.72
,Male,Smartphone,TRUE,None,Rural,4.25
,Female,Smartphone,FALSE,None,Urban,2.77
,Male,TV,TRUE,None,Rural,4.42
,Male,Smartphone,FALSE,None,Rural,2.07
,Male,Smartphone,TRUE,None,Urban,6.91
,Female,Smartphone,FALSE,None,Urban,0.0
,Female,Smartphone,TRUE,None,Rural,8.97
,Female,Smartphone,TRUE,None,Urban,4.45
,Male,Smartphone,TRUE,None,Rural,4.96
,Male,TV,TRUE,None,Urban,4.17
,Female,Smartphone,TRUE,None,Rural,4.45
,Female,TV,TRUE,None,Urban,5.41
,Female,TV,FALSE,None,Urban,0.38
,Female,TV,FALSE,None,Urban,1.55
,Male,TV,FALSE,None,Urban,0.55
,Male,Smartphone,FALSE,None,Urban,2.09
,Female,Smartphone,TRUE,None,Urban,3.4
,Male,Laptop,TRUE,None,Urban,3.69
,Male,Smartphone,FALSE,None,Rural,2.25
,Female,Smartphone,TRUE,None,Urban,6.01
,Male,Smartphone,FALSE,None,Urban,2.38
,Female,Smartphone,TRUE,None,Urban,3.58
,Male,TV,TRUE,None,Rural,3.15
,Female,TV,FALSE,None,Urban,2.25
,Male,Smartphone,TRUE,None,Urban,5.02
,Male,Smartphone,TRUE,None,Rural,5.94
,Female,TV,TRUE,None,Urban,2.19
,Male,Tablet,FALSE,None,Urban,0.7
,Female,Tablet,FALSE,None,Rural,1.98
,Male,Smartphone,TRUE,None,Urban,3.91
,Male,TV,FALSE,None,Urban,0.8
,Female,TV,TRUE,None,Urban,4.62
,Female,Laptop,FALSE,None,Urban,2.29
,Male,Tablet,FALSE,None,Urban,2.14
,Male,TV,FALSE,None,Urban,1.67
,Female,Smartphone,TRUE,None,Urban,4.64
,Male,TV,FALSE,None,Urban,1.74
,Male,TV,TRUE,None,Urban,2.82
,Male,Smartphone,TRUE,None,Urban,5.32
,Female,Smartphone,FALSE,None,Urban,0.0
,Female,Smartphone,TRUE,None,Urban,4.29
,Male,Tablet,FALSE,None,Urban,2.28
,Male,Smartphone,FALSE,None,Urban,0.95
,Female,TV,TRUE,None,Urban,2.67
,Male,Smartphone,TRUE,None,Rural,3.71
,Male,Smartphone,TRUE,None,Urban,4.14
,Male,Smartphone,FALSE,None,Rural,1.17
,Female,Laptop,TRUE,None,Rural,3.19
,Female,Tablet,FALSE,None,Urban,1.39
,Female,TV,FALSE,None,Rural,1.48
,Male,TV,FALSE,None,Urban,0.47
,Male,Laptop,FALSE,None,Urban,2.14
,Male,Tablet,TRUE,None,Urban,4.64
,Male,Laptop,TRUE,None,Urban,3.71
,Male,TV,TRUE,None,Urban,2.05
,Male,Smartphone,FALSE,None,Urban,1.72
,Female,Smartphone,FALSE,None,Rural,2.65
,Female,Tablet,TRUE,None,Urban,4.74
,Male,Smartphone,FALSE,None,Urban,0.94
,Female,TV,TRUE,None,Urban,4.03
,Female,Tablet,FALSE,None,Urban,2.97
,Male,Smartphone,TRUE,None,Urban,5.15
,Female,Smartphone,FALSE,None,Urban,1.04
,Male,Laptop,TRUE,None,Rural,5.36
,Female,Laptop,FALSE,None,Rural,2.43
,Female,Tablet,FALSE,None,Urban,0.0
,Male,Tablet,FALSE,None,Urban,0.0
,Female,TV,FALSE,None,Urban,2.0
,Female,Tablet,TRUE,None,Urban,4.72
,Female,TV,FALSE,None,Rural,2.86
,Male,Laptop,TRUE,None,Urban,4.99
,Male,Smartphone,FALSE,None,Rural,2.5
,Male,Smartphone,TRUE,None,Rural,3.04
,Male,Smartphone,FALSE,None,Urban,2.62
,Female,Laptop,FALSE,None,Rural,1.63
,Male,TV,TRUE,None,Urban,5.68
,Male,TV,FALSE,None,Urban,2.16
,Female,Laptop,TRUE,None,Rural,4.09
,Male,Smartphone,TRUE,None,Urban,4.66
,Male,Laptop,TRUE,None,Rural,6.18
,Male,TV,TRUE,None,Urban,2.98
,Male,TV,FALSE,None,Rural,0.06
,Male,Laptop,TRUE,None,Rural,3.59
,Male,TV,TRUE,None,Rural,2.72
,Male,Smartphone,FALSE,None,Urban,2.88
,Female,TV,FALSE,None,Urban,0.85
,Female,Tablet,FALSE,None,Urban,0.78
,Female,Smartphone,FALSE,None,Urban,1.44
,Female,Smartphone,FALSE,None,Rural,1.78
,Female,TV,TRUE,None,Urban,3.81
,Male,TV,FALSE,None,Urban,2.09
,Female,Smartphone,FALSE,None,Rural,2.44
,Female,TV,TRUE,None,Rural,4.73
,Female,Laptop,FALSE,None,Urban,2.94
,Male,TV,FALSE,None,Rural,0.0
,Female,TV,FALSE,None,Urban,0.0
,Male,TV,FALSE,None,Urban,1.98
,Male,Smartphone,TRUE,None,Urban,4.49
,Male,Tablet,TRUE,None,Urban,3.1
,Male,Smartphone,TRUE,None,Urban,5.41
,Male,Tablet,FALSE,None,Urban,2.2
,Male,Tablet,TRUE,None,Urban,2.66
,Male,Smartphone,TRUE,None,Rural,4.45
,Male,Smartphone,FALSE,None,Rural,1.0
,Female,Smartphone,FALSE,None,Urban,2.41
,Male,TV,TRUE,None,Urban,5.95
,Female,TV,TRUE,None,Urban,3.32
,Female,Smartphone,FALSE,None,Urban,0.0
,Female,TV,FALSE,None,Urban,2.88
,Male,Smartphone,FALSE,None,Rural,2.82
,Male,Smartphone,TRUE,None,Rural,5.06
,Female,Tablet,FALSE,None,Urban,2.0
,Male,Smartphone,FALSE,None,Rural,2.5
,Female,Smartphone,TRUE,None,Urban,5.15
,Male,Tablet,FALSE,None,Rural,2.47
,Male,TV,FALSE,None,Rural,0.0
,Male,Laptop,FALSE,None,Urban,1.48
,Female,TV,FALSE,None,Rural,0.0
,Male,Tablet,TRUE,None,Urban,2.64
,Male,TV,TRUE,None,Urban,3.16
,Male,Smartphone,FALSE,None,Urban,1.71
,Male,Smartphone,TRUE,None,Rural,3.35
,Male,Laptop,TRUE,None,Urban,6.68
,Male,TV,TRUE,None,Urban,4.23
,Female,TV,TRUE,None,Urban,3.57
,Male,Tablet,TRUE,None,Urban,7.84
,Male,Smartphone,FALSE,None,Urban,2.7
,Male,TV,FALSE,None,Urban,0.0
,Male,TV,TRUE,None,Rural,2.28
,Female,Smartphone,TRUE,None,Urban,5.01
,Female,Smartphone,TRUE,None,Rural,2.52
,Male,Smartphone,TRUE,None,Rural,5.2
,Male,TV,TRUE,None,Urban,3.71
,Female,Smartphone,TRUE,None,Urban,5.36
,Male,Smartphone,TRUE,None,Urban,7.2
,Male,Smartphone,TRUE,None,Rural,3.64
,Male,Smartphone,TRUE,None,Urban,5.55
,Female,Laptop,TRUE,None,Rural,5.0
,Male,Laptop,FALSE,None,Rural,2.59
,Female,TV,TRUE,None,Urban,2.43
,Male,Tablet,FALSE,None,Urban,0.0
,Male,Laptop,TRUE,None,Rural,5.19
,Male,TV,FALSE,None,Urban,1.63
,Male,Tablet,TRUE,None,Rural,9.15
,Female,TV,TRUE,None,Urban,7.77
,Male,Laptop,TRUE,None,Rural,3.99
,Male,Smartphone,FALSE,None,Rural,2.95
,Male,Tablet,FALSE,None,Urban,1.24
,Male,Smartphone,TRUE,None,Urban,4.58
,Female,TV,FALSE,None,Rural,0.0
,Female,TV,FALSE,None,Urban,0.92
,Female,Smartphone,FALSE,None,Urban,2.19
,Male,TV,FALSE,None,Urban,0.29
,Female,TV,FALSE,None,Urban,1.62
,Female,Smartphone,TRUE,None,Rural,4.59
,Female,Smartphone,FALSE,None,Urban,2.83
,Female,Smartphone,TRUE,None,Urban,3.59
,Male,TV,TRUE,None,Rural,4.97
,Female,Laptop,TRUE,None,Urban,5.57
,Female,TV,FALSE,None,Rural,1.45
,Female,TV,TRUE,None,Urban,4.91
,Female,Laptop,TRUE,None,Urban,5.39
,Male,Smartphone,FALSE,None,Urban,2.83
,Male,TV,FALSE,None,Urban,0.0
,Male,TV,FALSE,None,Urban,1.39
,Male,Smartphone,TRUE,None,Urban,2.23
,Male,TV,TRUE,None,Urban,2.08
,Female,TV,TRUE,None,Urban,3.8
,Male,Tablet,TRUE,None,Rural,7.4
,Female,Smartphone,FALSE,None,Rural,2.48
,Female,TV,TRUE,None,Urban,5.83
,Male,Tablet,FALSE,None,Urban,0.0
,Female,Smartphone,FALSE,None,Rural,0.96
,Female,Smartphone,FALSE,None,Rural,0.0
,Female,Smartphone,FALSE,None,Urban,2.42
,Male,Smartphone,TRUE,None,Rural,4.89
,Male,Laptop,FALSE,None,Urban,2.75
,Female,Tablet,FALSE,None,Rural,2.09
,Male,Tablet,FALSE,None,Urban,0.24
,Female,TV,TRUE,None,Urban,3.95
,Male,Smartphone,TRUE,None,Rural,4.71
,Male,Tablet,FALSE,None,Rural,0.0
,Female,Smartphone,TRUE,None,Rural,4.56
,Female,Smartphone,TRUE,None,Urban,3.06
,Male,Smartphone,FALSE,None,Rural,2.96
,Female,Tablet,FALSE,None,Urban,2.86
,Female,Smartphone,TRUE,None,Urban,5.04
,Female,Smartphone,FALSE,None,Urban,2.59
,Male,TV,TRUE,None,Rural,11.5
,Female,TV,FALSE,None,Rural,0.4
,Male,TV,TRUE,None,Urban,4.03
,Female,Smartphone,TRUE,None,Urban,4.42
,Female,Smartphone,TRUE,None,Rural,3.85
,Female,Tablet,FALSE,None,Urban,1.86
,Male,TV,FALSE,None,Urban,1.59
,Female,TV,FALSE,None,Rural,2.51
,Male,Smartphone,FALSE,None,Urban,2.35
,Male,Tablet,TRUE,None,Urban,4.66
,Male,TV,FALSE,None,Urban,1.86
,Male,Tablet,FALSE,None,Urban,0.0
,Male,TV,TRUE,None,Rural,4.18
,Female,Smartphone,FALSE,None,Urban,2.97
,Female,Smartphone,TRUE,None,Urban,3.52
,Female,Smartphone,TRUE,None,Urban,5.57
,Female,Tablet,TRUE,None,Urban,5.17
,Male,TV,TRUE,None,Rural,5.02
,Male,Smartphone,FALSE,None,Rural,1.41
,Male,Smartphone,TRUE,None,Rural,5.56
,Female,Smartphone,FALSE,None,Urban,1.65
,Female,Smartphone,FALSE,None,Urban,2.07
,Female,Smartphone,FALSE,None,Urban,3.0
,Male,TV,TRUE,None,Urban,5.54
,Male,TV,FALSE,None,Urban,2.62
,Male,Smartphone,TRUE,None,Urban,6.46
,Male,Smartphone,TRUE,None,Urban,5.59
,Female,TV,FALSE,None,Rural,0.6
,Female,TV,TRUE,None,Rural,3.51
,Male,Smartphone,TRUE,None,Urban,5.69
,Male,Smartphone,TRUE,None,Rural,5.66
,Female,Smartphone,TRUE,None,Urban,6.24
,Female,TV,TRUE,None,Urban,5.88
,Female,Smartphone,FALSE,None,Urban,2.31
,Female,Smartphone,TRUE,None,Rural,5.83
,Female,Smartphone,FALSE,None,Urban,0.94
,Female,Smartphone,TRUE,None,Urban,3.21
,Female,Smartphone,FALSE,None,Urban,2.95
,Female,Smartphone,TRUE,None,Urban,2.42
,Female,Smartphone,FALSE,None,Urban,2.45
,Female,Tablet,FALSE,None,Urban,0.0
,Female,TV,TRUE,None,Rural,5.22
,Female,Smartphone,TRUE,None,Urban,4.94
,Female,TV,TRUE,None,Urban,2.97
,Male,Smartphone,FALSE,None,Rural,2.76
,Male,Smartphone,TRUE,None,Urban,4.49
,Male,TV,FALSE,None,Rural,0.48
,Female,Smartphone,TRUE,None,Urban,3.74
,Female,TV,FALSE,None,Urban,0.03
,Male,TV,FALSE,None,Rural,1.05
,Female,Smartphone,TRUE,None,Urban,5.22
,Female,TV,TRUE,None,Rural,4.76
,Male,TV,TRUE,None,Urban,2.35
,Female,Tablet,FALSE,None,Urban,0.0
,Male,TV,FALSE,None,Rural,0.97
,Male,Smartphone,TRUE,None,Rural,4.15
,Male,TV,FALSE,None,Urban,2.94
,Female,Laptop,FALSE,None,Urban,2.08
,Male,TV,TRUE,None,Urban,2.53
,Male,Tablet,TRUE,None,Urban,3.45
,Female,Smartphone,FALSE,None,Urban,2.92
,Female,Laptop,FALSE,None,Urban,1.25
,Male,Smartphone,TRUE,None,Rural,6.14
,Male,Smartphone,TRUE,None,Urban,8.46
,Male,Smartphone,FALSE,None,Urban,2.59
,Male,Smartphone,TRUE,None,Urban,4.97
,Female,Smartphone,TRUE,None,Rural,4.12
,Male,Laptop,FALSE,None,Urban,2.96
,Female,Smartphone,FALSE,None,Rural,2.31
,Female,Smartphone,FALSE,None,Urban,0.0
,Female,Smartphone,FALSE,None,Rural,2.74
,Male,Laptop,TRUE,None,Urban,6.26
,Female,Tablet,TRUE,None,Rural,6.49
,Male,Tablet,TRUE,None,Urban,5.19
,Male,Smartphone,TRUE,None,Urban,5.07
,Male,Smartphone,TRUE,None,Urban,3.18
,Female,Laptop,TRUE,None,Urban,4.08
,Female,Smartphone,TRUE,None,Urban,7.23
,Male,TV,TRUE,None,Urban,4.67
,Female,TV,FALSE,None,Urban,0.91
,Male,Smartphone,TRUE,None,Urban,3.78
,Female,Laptop,TRUE,None,Rural,5.35
,Male,Laptop,FALSE,None,Rural,2.41
,Female,TV,FALSE,None,Rural,0.76
,Female,Laptop,FALSE,None,Urban,2.51
,Female,Tablet,TRUE,None,Rural,5.51
,Female,Smartphone,TRUE,None,Urban,4.23
,Female,Laptop,TRUE,None,Urban,6.89
,Female,Smartphone,FALSE,None,Urban,1.59
,Male,TV,TRUE,None,Urban,6.12
,Male,Tablet,FALSE,None,Rural,2.81
,Male,Tablet,TRUE,None,Rural,4.63
,Male,TV,TRUE,None,Rural,2.32
,Female,Smartphone,FALSE,None,Urban,0.71
,Female,Smartphone,FALSE,None,Urban,2.74
,Male,TV,FALSE,None,Urban,0.89
,Female,TV,FALSE,None,Rural,2.27
,Female,TV,FALSE,None,Urban,2.94
,Male,Tablet,FALSE,None,Rural,2.71
,Male,Smartphone,FALSE,None,Urban,2.15
,Male,Smartphone,FALSE,None,Urban,0.6
,Male,Smartphone,TRUE,None,Urban,5.9
,Female,TV,TRUE,None,Rural,2.1
,Male,Smartphone,TRUE,None,Rural,2.68
,Male,Smartphone,FALSE,None,Rural,2.85
,Male,Tablet,FALSE,None,Urban,1.36
,Male,Smartphone,TRUE,None,Urban,3.88
,Female,Smartphone,TRUE,None,Rural,2.65
,Male,Smartphone,FALSE,None,Urban,2.45
,Female,Smartphone,TRUE,None,Urban,2.44
,Female,TV,FALSE,None,Rural,0.0
,Male,TV,FALSE,None,Rural,2.07
,Female,Smartphone,TRUE,None,Urban,8.36
,Female,Smartphone,FALSE,None,Urban,0.0
,Female,Tablet,TRUE,None,Urban,4.74
,Male,Laptop,FALSE,None,Urban,2.55
,Male,Smartphone,TRUE,None,Urban,2.97
,Female,TV,FALSE,None,Urban,2.92
,Female,TV,FALSE,None,Rural,0.65
,Male,Smartphone,TRUE,None,Urban,3.51
,Male,Smartphone,TRUE,None,Urban,6.72
,Male,Smartphone,FALSE,None,Rural,0.0
,Male,Smartphone,FALSE,None,Urban,2.34
,Male,TV,FALSE,None,Urban,0.05
,Male,TV,TRUE,None,Rural,4.42
,Female,Smartphone,TRUE,None,Urban,3.46
,Male,TV,TRUE,None,Urban,4.48
,Male,Laptop,TRUE,None,Rural,5.91
,Female,Laptop,TRUE,None,Urban,5.75
,Male,Tablet,TRUE,None,Urban,6.51
,Male,Smartphone,TRUE,None,Urban,5.22
,Male,Smartphone,FALSE,None,Rural,2.86
,Male,Smartphone,TRUE,None,Rural,4.25
,Female,Laptop,TRUE,None,Urban,4.62
,Male,Tablet,TRUE,None,Urban,6.94
,Male,Smartphone,TRUE,None,Rural,6.52
,Female,Smartphone,TRUE,None,Urban,2.25
,Male,TV,FALSE,None,Urban,2.79
,Male,TV,FALSE,None,Urban,0.0
,Female,Smartphone,FALSE,None,Urban,0.99
,Male,Tablet,TRUE,None,Urban,5.9
,Female,Smartphone,FALSE,None,Urban,1.56
,Female,Smartphone,TRUE,None,Urban,2.84
,Female,Laptop,TRUE,None,Urban,3.51
,Female,TV,FALSE,None,Urban,2.31
,Female,Smartphone,FALSE,None,Urban,0.11
,Female,Smartphone,FALSE,None,Urban,2.08
,Male,Smartphone,FALSE,None,Rural,1.61
,Female,TV,FALSE,None,Urban,0.0
,Male,Tablet,TRUE,None,Urban,5.67
,Female,Tablet,FALSE,None,Urban,2.43
,Male,TV,TRUE,None,Urban,2.94
,Male,Smartphone,FALSE,None,Urban,0.0
,Female,Tablet,FALSE,None,Urban,1.46
,Female,Smartphone,FALSE,None,Urban,2.98
,Male,Smartphone,TRUE,None,Urban,3.24
,Female,TV,FALSE,None,Rural,1.67
,Female,TV,FALSE,None,Urban,0.0
,Male,Tablet,FALSE,None,Urban,2.95
,Male,Laptop,FALSE,None,Urban,2.48
,Female,Smartphone,FALSE,None,Rural,0.0
,Female,Tablet,FALSE,None,Urban,0.48
,Male,Smartphone,TRUE,None,Rural,5.12
,Male,Tablet,FALSE,None,Urban,0.92
,Male,TV,TRUE,None,Urban,4.73
,Female,Laptop,TRUE,None,Urban,3.72
,Female,Smartphone,TRUE,None,Urban,2.71
,Male,Smartphone,TRUE,None,Rural,5.57
,Female,Tablet,FALSE,None,Rural,1.2
,Female,Smartphone,FALSE,None,Rural,1.82
,Male,Tablet,FALSE,None,Urban,0.34
,Female,TV,TRUE,None,Urban,2.78
,Male,TV,TRUE,None,Urban,4.92
,Male,Tablet,FALSE,None,Urban,0.01
,Male,Laptop,TRUE,None,Urban,5.42
,Female,Tablet,TRUE,None,Urban,3.48
,Male,Smartphone,TRUE,None,Urban,2.74
,Male,Smartphone,FALSE,None,Urban,2.59
,Female,Smartphone,FALSE,None,Urban,1.07
,Female,Smartphone,TRUE,None,Urban,3.01
,Female,Smartphone,TRUE,None,Rural,3.72
,Female,Smartphone,FALSE,None,Urban,0.0
,Female,Smartphone,TRUE,None,Urban,4.95
,Female,Laptop,TRUE,None,Urban,5.31
,Male,Tablet,TRUE,None,Urban,2.6
,Male,Laptop,TRUE,None,Urban,4.25
,Female,Tablet,FALSE,None,Urban,2.77
,Female,TV,FALSE,None,Rural,0.0
,Male,TV,FALSE,None,Urban,2.31
,Female,Smartphone,TRUE,None,Rural,2.85
,Female,TV,FALSE,None,Rural,1.89
,Male,TV,FALSE,None,Urban,1.71
,Male,Smartphone,TRUE,None,Urban,4.94
,Female,Smartphone,TRUE,None,Urban,4.32
,Male,Smartphone,TRUE,None,Urban,4.94
,Male,TV,FALSE,None,Urban,1.44
,Male,TV,FALSE,None,Rural,0.0
,Female,Tablet,TRUE,None,Urban,6.96
,Male,Smartphone,TRUE,None,Urban,2.7
,Female,TV,TRUE,None,Urban,4.33
,Male,Tablet,FALSE,None,Urban,1.51
,Female,Smartphone,FALSE,None,Rural,0.51
,Female,TV,TRUE,None,Urban,4.13
,Female,TV,FALSE,None,Urban,2.91
,Male,Smartphone,TRUE,None,Urban,2.57
,Male,Smartphone,FALSE,None,Rural,2.1
,Female,Smartphone,FALSE,None,Urban,2.86
,Male,TV,TRUE,None,Urban,3.81
,Female,Laptop,TRUE,None,Urban,5.53
,Male,TV,FALSE,None,Urban,2.57
,Male,Laptop,TRUE,None,Rural,4.61
,Female,Smartphone,TRUE,None,Urban,5.66
,Female,Smartphone,TRUE,None,Rural,4.1
,Female,Smartphone,FALSE,None,Urban,0.69
,Male,Smartphone,FALSE,None,Urban,0.0
,Female,Smartphone,FALSE,None,Urban,1.6
,Male,Smartphone,TRUE,None,Urban,5.36
,Male,Smartphone,FALSE,None,Urban,0.0
,Male,Laptop,TRUE,None,Rural,3.67
,Female,Smartphone,FALSE,None,Urban,2.13
,Male,Laptop,FALSE,None,Rural,2.89
,Male,Smartphone,FALSE,None,Urban,1.78
,Male,Smartphone,TRUE,None,Urban,4.76
,Female,Smartphone,TRUE,None,Urban,2.01
,Male,TV,FALSE,None,Rural,0.03
,Female,Smartphone,FALSE,None,Urban,2.81
,Male,Laptop,TRUE,None,Rural,5.85
,Male,Smartphone,TRUE,None,Rural,2.35
,Male,Smartphone,TRUE,None,Urban,4.2
,Male,TV,TRUE,None,Urban,5.38
,Male,TV,TRUE,None,Urban,2.88
,Male,TV,FALSE,None,Urban,0.72
,Female,TV,TRUE,None,Urban,4.76
,Male,Smartphone,TRUE,None,Urban,3.0
,Male,Tablet,FALSE,None,Rural,2.24
,Male,Smartphone,TRUE,None,Urban,3.4
,Female,Laptop,TRUE,None,Rural,3.86
,Female,Tablet,FALSE,None,Rural,2.05
,Male,Tablet,TRUE,None,Rural,3.88
,Male,Laptop,TRUE,None,Urban,4.29
,Female,Laptop,FALSE,None,Urban,1.9
,Male,TV,FALSE,None,Rural,1.04
,Female,Smartphone,TRUE,None,Rural,4.92
,Male,Smartphone,TRUE,None,Rural,3.62
,Male,TV,FALSE,None,Urban,0.47
,Female,Smartphone,FALSE,None,Rural,0.68
,Male,TV,FALSE,None,Rural,1.82
,Male,TV,TRUE,None,Urban,5.46
,Female,Smartphone,FALSE,None,Urban,1.73
,Female,Laptop,TRUE,None,Rural,3.23
,Male,TV,TRUE,None,Urban,4.81
,Female,Smartphone,TRUE,None,Urban,3.01
,Female,Laptop,FALSE,None,Rural,2.79
,Male,TV,TRUE,None,Urban,2.76
,Male,TV,TRUE,None,Rural,5.42
,Male,TV,TRUE,None,Rural,6.08
,Female,Smartphone,TRUE,None,Urban,5.24
,Female,Smartphone,TRUE,None,Urban,5.5
,Female,TV,TRUE,None,Urban,3.28
,Male,Tablet,FALSE,None,Urban,0.0
,Female,Smartphone,FALSE,None,Urban,2.63
,Female,Tablet,FALSE,None,Urban,1.51
,Female,TV,TRUE,None,Rural,5.02
,Female,TV,TRUE,None,Urban,2.16
,Male,Tablet,FALSE,None,Rural,0.05
,Male,Tablet,FALSE,None,Urban,0.0
,Female,Tablet,FALSE,None,Urban,0.98
,Male,Smartphone,FALSE,None,Urban,0.72
,Female,TV,TRUE,None,Rural,3.19
,Male,Smartphone,TRUE,None,Rural,3.35
,Male,TV,FALSE,None,Urban,2.3
,Male,Smartphone,TRUE,None,Rural,4.43
,Female,Tablet,TRUE,None,Urban,6.01
,Male,TV,TRUE,None,Urban,2.88
,Female,Smartphone,FALSE,None,Urban,0.0
,Male,TV,TRUE,None,Urban,5.07
,Male,Smartphone,TRUE,None,Urban,4.06
,Male,Smartphone,FALSE,None,Urban,0.0
,Female,Smartphone,FALSE,None,Urban,2.73
,Male,Smartphone,TRUE,None,Urban,4.16
,Male,Tablet,TRUE,None,Urban,4.26
,Male,Smartphone,TRUE,None,Urban,5.64
,Male,Tablet,TRUE,None,Rural,5.49
,Male,Tablet,TRUE,None,Rural,2.15
,Female,Laptop,FALSE,None,Urban,0.32
,Male,Smartphone,FALSE,None,Urban,2.5
,Male,Smartphone,FALSE,None,Rural,0.0
,Female,Smartphone,TRUE,None,Urban,4.66
,Male,Smartphone,FALSE,None,Urban,1.56
,Male,Tablet,TRUE,None,Urban,2.1
,Female,Smartphone,TRUE,None,Rural,6.26
,Male,Smartphone,TRUE,None,Urban,7.49
,Female,TV,FALSE,None,Urban,2.67
,Female,Tablet,FALSE,None,Urban,2.76
,Female,Laptop,TRUE,None,Urban,5.01
,Male,TV,TRUE,None,Rural,4.03
,Female,Smartphone,TRUE,None,Urban,3.38
,Male,Smartphone,TRUE,None,Rural,2.46
,Female,Laptop,TRUE,None,Urban,5.69
,Male,Smartphone,FALSE,None,Urban,2.36
,Female,Tablet,TRUE,None,Urban,6.23
,Female,TV,FALSE,None,Urban,1.54
,Male,TV,FALSE,None,Rural,0.42
,Male,Smartphone,TRUE,None,Rural,4.24
,Male,Smartphone,TRUE,None,Urban,3.22
,Male,Smartphone,TRUE,None,Urban,3.42
,Female,TV,FALSE,None,Urban,1.53
,Male,TV,TRUE,None,Urban,2.28
,Female,Smartphone,FALSE,None,Urban,2.47
,Male,Laptop,FALSE,None,Rural,2.57
,Female,Tablet,FALSE,None,Urban,0.0
,Female,Smartphone,TRUE,None,Rural,3.39
,Male,Smartphone,FALSE,None,Urban,2.52
,Male,Smartphone,FALSE,None,Urban,2.71
,Female,Smartphone,TRUE,None,Rural,4.86
,Male,TV,FALSE,None,Urban,0.57
,Female,Smartphone,TRUE,None,Urban,4.04
,Female,Smartphone,TRUE,None,Urban,5.67
,Male,Smartphone,FALSE,None,Urban,2.82
,Male,TV,FALSE,None,Urban,0.62
,Male,Smartphone,TRUE,None,Urban,2.98
,Female,Smartphone,TRUE,None,Urban,5.31
,Female,TV,TRUE,None,Urban,5.47
,Male,TV,FALSE,None,Urban,1.52
,Female,Smartphone,TRUE,None,Urban,4.01
,Female,TV,FALSE,None,Rural,2.49
,Female,Smartphone,TRUE,None,Rural,3.27
,Female,TV,TRUE,None,Rural,5.19
,Female,Laptop,TRUE,None,Urban,5.34
,Male,Laptop,FALSE,None,Urban,2.89
,Female,Tablet,FALSE,None,Urban,2.64
,Female,Smartphone,FALSE,None,Rural,0.0
,Female,Smartphone,TRUE,None,Urban,4.85
,Male,Smartphone,FALSE,None,Rural,0.0
,Female,Smartphone,TRUE,None,Urban,7.89
,Female,Tablet,TRUE,None,Urban,5.74
,Female,TV,FALSE,None,Urban,1.83
,Male,Smartphone,TRUE,None,Urban,3.88
,Female,Laptop,TRUE,None,Urban,4.87
,Female,TV,TRUE,None,Urban,3.78
,Female,TV,TRUE,None,Rural,7.02
,Male,Smartphone,FALSE,None,Urban,1.88
,Female,Laptop,TRUE,None,Urban,4.93
,Male,Laptop,TRUE,None,Rural,4.9
,Female,Smartphone,TRUE,None,Urban,7.46
,Male,Smartphone,FALSE,None,Rural,0.0
,Male,TV,FALSE,None,Urban,2.68
,Female,TV,FALSE,None,Urban,0.66
,Female,Smartphone,TRUE,None,Urban,5.23
,Male,TV,FALSE,None,Urban,2.68
,Male,TV,FALSE,None,Urban,0.04
,Female,Smartphone,FALSE,None,Rural,1.39
,Female,Tablet,FALSE,None,Urban,1.94
,Male,Smartphone,FALSE,None,Rural,1.54
,Female,Laptop,FALSE,None,Urban,2.69
,Female,Smartphone,TRUE,None,Urban,3.69
,Male,Laptop,TRUE,None,Rural,4.61
,Female,Smartphone,TRUE,None,Rural,4.6
,Male,TV,TRUE,None,Rural,4.79
,Male,TV,FALSE,None,Rural,0.04
,Male,TV,TRUE,None,Rural,2.31
,Male,TV,TRUE,None,Urban,5.88
,Male,TV,TRUE,None,Urban,6.26
,Female,Smartphone,TRUE,None,Rural,3.25
,Male,TV,TRUE,None,Urban,5.29
,Male,Smartphone,FALSE,None,Urban,1.8
,Female,Smartphone,TRUE,None,Rural,5.56
,Female,Smartphone,TRUE,None,Urban,5.59
,Female,Smartphone,TRUE,None,Urban,4.12
