,Gender,Primary_Device,Health_Impacts,Avg_Daily_Screen_Time_hr
,Female,Smartphone,None,1.86
,Female,Smartphone,None,6.48
,Female,Smartphone,None,2.42
,Male,Smartphone,None,3.75
,Female,Smartphone,None,3.58
,Female,TV,None,2.51
,Female,Tablet,None,0.0
,Male,Smartphone,None,4.08
,Female,TV,None,4.41
,Female,Smartphone,None,6.82
,Female,TV,None,6.5
,Male,Smartphone,None,2.48
,Male,Smartphone,None,3.9
,Female,TV,None,2.38
,Female,Laptop,None,2.59
,Male,TV,None,0.3
,Male,Laptop,None,5.12
,Male,TV,None,6.8
,Male,Smartphone,None,1.51
,Female,TV,None,1.13
,Female,Smartphone,None,0.73
,Male,Smartphone,None,2.9
,Male,Smartphone,None,2.1
,Female,Tablet,None,2.44
,Female,Smartphone,None,2.14
,Female,Smartphone,None,2.72
,Female,Tablet,None,3.15
,Female,Laptop,None,3.87
,Female,Tablet,None,0.1
,Male,Smartphone,None,4.75
,Male,TV,None,2.32
,Male,TV,None,2.96
,Female,Smartphone,None,0.91
,Male,Smartphone,None,2.94
,Male,TV,None,2.9
,Female,TV,None,1.92
,Female,TV,None,6.12
,Male,Smartphone,None,2.87
,Female,Smartphone,None,2.61
,Female,Tablet,None,1.19
,Male,Laptop,None,2.54
,Male,TV,None,4.18
,Female,Smartphone,None,1.64
,Male,Smartphone,None,1.97
,Female,Smartphone,None,0.21
,Female,Smartphone,None,4.62
,Male,Smartphone,None,3.59
,Male,Laptop,None,6.34
,Male,Laptop,None,2.89
,Male,Smartphone,None,3.57
,Male,TV,None,2.08
,Female,Smartphone,None,1.63
,Male,Smartphone,None,2.2
,Female,Tablet,None,2.73
,Male,Smartphone,None,5.02
,Male,Smartphone,None,4.29
,Male,Smartphone,None,0.95
,Female,Smartphone,None,2.0
,Female,Smartphone,None,1.65
,Female,TV,None,1.68
,Female,TV,None,4.05
,Male,TV,None,0.0
,Male,Smartphone,None,5.54
,Female,Tablet,None,2.02
,Female,TV,None,1.67
,Male,Laptop,None,4.12
,Female,Smartphone,None,3.23
,Male,Tablet,None,1.25
,Male,Smartphone,None,0.0
,Male,Smartphone,None,2.29
,Female,TV,None,1.9
,Male,Tablet,None,0.0
,Female,TV,None,2.4
,Male,Smartphone,None,3.93
,Female,Smartphone,None,0.0
,Male,Laptop,None,2.42
,Female,Smartphone,None,0.66
,Female,Smartphone,None,1.92
,Male,Tablet,None,4.51
,Female,Smartphone,None,2.9
,Male,TV,None,4.1
,Female,Laptop,None,2.9
,Female,Smartphone,None,5.69
,Male,Smartphone,None,1.38
,Male,Tablet,None,7.75
,Female,Smartphone,None,2.31
,Male,Smartphone,None,2.02
,Male,Tablet,None,2.91
,Male,Smartphone,None,4.94
,Female,Laptop,None,3.95
,Female,Smartphone,None,1.87
,Male,Smartphone,None,3.07
,Male,TV,None,0.96
,Female,TV,None,0.26
,Female,Laptop,None,4.53
,Male,Tablet,None,4.04
,Female,Laptop,None,6.81
,Male,Smartphone,None,2.79
,Male,Tablet,None,2.76
,Female,Smartphone,None,0.96
,Female,Smartphone,None,4.91
,Female,Smartphone,None,5.7
,Female,Smartphone,None,6.58
,Male,Tablet,None,5.04
,Male,TV,None,2.68
,Female,Smartphone,None,2.73
,Male,TV,None,3.74
,Female,Smartphone,None,8.46
,Female,Smartphone,None,3.93
,Male,Laptop,None,4.05
,Female,Laptop,None,5.21
,Female,Tablet,None,5.47
,Female,Tablet,None,2.56
,Female,Smartphone,None,4.78
,Male,Smartphone,None,2.61
,Male,TV,None,7.41
,Male,TV,None,3.08
,Male,Smartphone,None,4.57
,Male,Smartphone,None,7.2
,Male,Smartphone,None,2.48
,Male,Smartphone,None,2.29
,Male,Smartphone,None,7.59
,Female,Laptop,None,2.7
,Female,TV,None,2.28
,Female,TV,None,0.62
,Female,Tablet,None,2.8
,Female,Smartphone,None,6.48
,Male,TV,None,5.88
,Male,Smartphone,None,0.0
,Female,Smartphone,None,0.6
,Male,Laptop,None,6.41
,Female,Laptop,None,4.95
,Male,TV,None,5.26
,Female,Tablet,None,5.08
,Female,Smartphone,None,0.36
,Female,TV,None,3.84
,Female,Tablet,None,0.02
,Male,Smartphone,None,2.62
,Male,Smartphone,None,2.63
,Female,Laptop,None,2.58
,Male,Smartphone,None,2.32
,Male,Smartphone,None,5.01
,Male,Smartphone,None,2.51
,Female,Laptop,None,2.84
,Male,Smartphone,None,3.31
,Female,Smartphone,None,2.65
,Male,Smartphone,None,3.11
,Female,Tablet,None,3.38
,Male,Smartphone,None,5.39
,Male,Smartphone,None,5.31
,Male,TV,None,7.07
,Male,Laptop,None,5.14
,Female,Smartphone,None,2.9
,Female,Smartphone,None,3.58
,Male,Tablet,None,1.67
,Male,Smartphone,None,0.0
,Female,Tablet,None,0.73
,Male,Smartphone,None,4.25
,Male,Smartphone,None,3.63
,Male,TV,None,2.71
,Female,Laptop,None,5.56
,Male,TV,None,5.12
,Female,Tablet,None,2.08
,Female,Smartphone,None,3.75
,Male,TV,None,4.44
,Male,TV,None,4.14
,Male,Smartphone,None,5.75
,Female,Laptop,None,5.91
,Female,Smartphone,None,2.9
,Male,Smartphone,None,4.35
,Male,Smartphone,None,5.37
,Male,TV,None,4.67
,Male,Smartphone,None,5.98
,Female,Laptop,None,4.44
,Female,Smartphone,None,1.53
,Male,Smartphone,None,2.59
,Male,Smartphone,None,3.2
,Male,Smartphone,None,2.85
,Male,Smartphone,None,5.26
,Male,Smartphone,None,5.45
,Male,TV,None,2.89
,Male,Smartphone,None,2.81
,Female,Smartphone,None,3.3
,Male,Tablet,None,2.24
,Female,Laptop,None,2.67
,Male,Smartphone,None,2.96
,Male,Tablet,None,2.87
,Male,TV,None,5.28
,Male,Smartphone,None,3.24
,Female,TV,None,4.68
,Male,TV,None,2.96
,Female,Tablet,None,5.54
,Male,TV,None,4.9
,Female,Smartphone,None,0.0
,Female,Smartphone,None,5.84
,Male,TV,None,0.0
,Female,TV,None,3.25
,Female,TV,None,5.18
,Female,Smartphone,None,4.89
,Female,Smartphone,None,1.62
,Male,Smartphone,None,6.88
,Male,TV,None,6.4
,Female,Smartphone,None,2.44
,Male,Laptop,None,4.93
,Male,TV,None,4.77
,Female,TV,None,2.03
,Male,TV,None,1.02
,Female,Smartphone,None,0.0
,Female,TV,None,5.15
,Male,Smartphone,None,0.0
,Male,TV,None,0.46
,Female,Tablet,None,2.3
,Male,TV,None,0.0
,Male,Laptop,None,3.18
,Male,TV,None,2.06
,Male,Tablet,None,3.02
,Male,Tablet,None,2.97
,Female,Smartphone,None,3.2
,Female,Tablet,None,7.87
,Female,Smartphone,None,6.76
,Male,TV,None,1.04
,Female,Smartphone,None,0.0
,Male,Laptop,None,2.7
,Male,TV,None,1.65
,Female,TV,None,2.71
,Female,Tablet,None,6.79
,Female,TV,None,6.02
,Female,Smartphone,None,3.99
,Male,TV,None,1.88
,Female,Smartphone,None,2.17
,Male,Smartphone,None,0.0
,Male,TV,None,7.04
,Male,TV,None,4.99
,Female,Smartphone,None,2.43
,Female,Smartphone,None,4.24
,Female,Smartphone,None,5.1
,Female,Laptop,None,4.38
,Female,Laptop,None,4.84
,Female,TV,None,3.0
,Male,Smartphone,None,4.74
,Male,Smartphone,None,3.83
,Male,TV,None,1.75
,Male,Smartphone,None,0.79
,Male,Tablet,None,5.84
,Male,Laptop,None,2.23
,Male,Laptop,None,6.01
,Female,Smartphone,None,2.61
,Female,TV,None,4.13
,Female,TV,None,7.22
,Female,Smartphone,None,5.55
,Female,Smartphone,None,2.23
,Female,Smartphone,None,2.89
,Male,Smartphone,None,2.68
,Male,TV,None,0.0
,Male,Smartphone,None,1.64
,Male,Smartphone,None,3.9
,Male,Tablet,None,2.41
,Male,Tablet,None,1.69
,Male,TV,None,3.09
,Male,Smartphone,None,2.52
,Male,Smartphone,None,4.77
,Male,Smartphone,None,2.79
,Female,Laptop,None,4.28
,Male,Smartphone,None,1.85
,Male,TV,None,2.56
,Male,TV,None,2.14
,Male,Laptop,None,4.77
,Male,Smartphone,None,5.03
,Male,Smartphone,None,2.97
,Female,Smartphone,None,2.79
,Male,Tablet,None,6.48
,Female,Smartphone,None,4.86
,Male,TV,None,5.32
,Female,TV,None,4.51
,Female,TV,None,2.96
,Male,TV,None,2.55
,Male,Smartphone,None,2.5
,Male,Smartphone,None,5.06
,Male,Smartphone,None,1.76
,Female,TV,None,2.28
,Male,Tablet,None,2.85
,Male,Smartphone,None,4.92
,Male,TV,None,2.64
,Male,Smartphone,None,1.52
,Male,Smartphone,None,4.08
,Female,Smartphone,None,3.8
,Female,Tablet,None,3.52
,Male,Smartphone,None,7.87
,Male,Tablet,None,1.15
,Female,TV,None,3.11
,Male,Smartphone,None,4.89
,Female,TV,None,4.53
,Female,TV,None,4.16
,Female,TV,None,0.78
,Male,TV,None,2.04
,Female,Smartphone,None,4.31
,Female,Laptop,None,2.39
,Female,Smartphone,None,0.0
,Female,Smartphone,None,0.0
,Male,Smartphone,None,5.22
,Female,TV,None,0.81
,Female,Tablet,None,1.53
,Female,Smartphone,None,3.0
,Female,Smartphone,None,2.72
,Female,TV,None,2.26
,Female,TV,None,0.37
,Male,Laptop,None,5.02
,Female,Smartphone,None,6.02
,Male,Smartphone,None,0.66
,Male,Laptop,None,6.66
,Female,Smartphone,None,2.9
,Male,TV,None,3.0
,Female,TV,None,0.0
,Female,Tablet,None,2.95
,Female,Smartphone,None,6.65
,Female,Smartphone,None,4.49
,Female,Smartphone,None,0.0
,Female,Tablet,None,0.0
,Female,Laptop,None,2.79
,Male,Smartphone,None,1.91
,Female,Smartphone,None,2.7
,Male,TV,None,5.29
,Male,Tablet,None,6.91
,Male,TV,None,2.12
,Female,Tablet,None,4.06
,Female,TV,None,2.22
,Female,TV,None,4.01
,Male,Smartphone,None,4.49
,Female,Smartphone,None,2.11
,Female,Smartphone,None,0.0
,Male,Smartphone,None,4.05
,Male,Laptop,None,4.85
,Male,TV,None,5.42
,Female,Smartphone,None,5.45
,Female,Smartphone,None,2.55
,Male,Laptop,None,4.81
,Female,Smartphone,None,2.81
,Female,Smartphone,None,2.96
,Female,Tablet,None,0.99
,Female,TV,None,9.79
,Male,Smartphone,None,2.52
,Female,Tablet,None,2.16
,Female,Smartphone,None,1.07
,Female,TV,None,2.02
,Male,TV,None,2.93
,Female,TV,None,2.12
,Female,Smartphone,None,2.78
,Male,TV,None,2.57
,Female,Tablet,None,2.6
,Female,Smartphone,None,0.4
,Female,Laptop,None,2.66
,Female,Smartphone,None,3.64
,Male,TV,None,3.75
,Male,TV,None,0.0
,Female,Smartphone,None,1.52
,Female,Tablet,None,0.0
,Female,Smartphone,None,0.0
,Female,TV,None,1.52
,Male,Tablet,None,2.82
,Male,Smartphone,None,0.0
,Female,TV,None,2.16
,Male,Smartphone,None,4.73
,Female,Smartphone,None,2.76
,Male,Smartphone,None,5.99
,Male,Laptop,None,3.74
,Male,TV,None,0.0
,Male,TV,None,8.38
,Male,Smartphone,None,3.01
,Male,Smartphone,None,5.97
,Male,TV,None,5.44
,Female,Smartphone,None,7.65
,Male,Smartphone,None,6.25
,Male,Smartphone,None,5.3
,Female,TV,None,0.96
,Male,Laptop,None,2.7
,Male,TV,None,3.61
,Female,Laptop,None,3.51
,Female,Smartphone,None,3.86
,Female,Tablet,None,2.17
,Female,TV,None,5.43
,Male,TV,None,1.77
,Male,Smartphone,None,0.0
,Male,Tablet,None,0.0
,Male,TV,None,0.84
,Male,TV,None,2.39
,Female,Laptop,None,5.19
,Female,Smartphone,None,4.57
,Female,TV,None,0.0
,Female,Smartphone,None,2.93
,Male,TV,None,7.03
,Male,Tablet,None,6.82
,Female,TV,None,3.19
,Female,TV,None,0.98
,Female,Smartphone,None,2.64
,Female,Smartphone,None,1.43
,Male,TV,None,5.26
,Male,TV,None,2.55
,Male,TV,None,4.08
,Female,Smartphone,None,4.59
,Female,Smartphone,None,2.56
,Female,Smartphone,None,4.63
,Female,Smartphone,None,2.42
,Male,Laptop,None,4.78
,Male,TV,None,2.92
,Male,Smartphone,None,1.82
,Female,Smartphone,None,4.69
,Female,Laptop,None,2.89
,Male,Tablet,None,4.61
,Male,Tablet,None,0.14
,Male,Smartphone,None,5.0
,Female,TV,None,2.81
,Male,Smartphone,None,3.05
,Female,Smartphone,None,1.24
,Male,TV,None,1.63
,Female,Laptop,None,1.7
,Female,Smartphone,None,1.81
,Female,Smartphone,None,3.75
,Male,Tablet,None,1.34
,Female,Smartphone,None,4.41
,Male,Smartphone,None,0.77
,Male,Smartphone,None,1.63
,Female,Smartphone,None,4.24
,Male,Smartphone,None,2.92
,Female,TV,None,2.69
,Female,Smartphone,None,2.7
,Male,Laptop,None,2.4
,Male,Tablet,None,4.28
,Female,TV,None,2.74
,Female,Smartphone,None,1.66
,Female,Smartphone,None,2.69
,Male,TV,None,4.37
,Male,Smartphone,None,0.55
,Female,Smartphone,None,2.57
,Female,TV,None,3.85
,Female,Smartphone,None,0.0
,Female,Smartphone,None,3.06
,Male,Smartphone,None,2.41
,Male,Tablet,None,0.62
,Male,Smartphone,None,3.14
,Female,Smartphone,None,3.76
,Female,Smartphone,None,5.1
,Female,Smartphone,None,5.92
,Female,Smartphone,None,2.65
,Female,Smartphone,None,1.62
,Male,Tablet,None,0.0
,Male,Smartphone,None,4.29
,Male,TV,None,1.15
,Female,Tablet,None,2.24
,Male,Laptop,None,4.65
,Male,Smartphone,None,5.89
,Female,Smartphone,None,1.79
,Male,Smartphone,None,5.47
,Male,Tablet,None,4.24
,Male,Smartphone,None,2.99
,Male,Smartphone,None,2.68
,Female,Laptop,None,5.09
,Male,Smartphone,None,1.86
,Male,Tablet,None,1.68
,Female,Smartphone,None,6.59
,Female,Smartphone,None,5.16
,Female,Smartphone,None,3.16
,Female,TV,None,2.71
,Male,Tablet,None,0.0
,Male,TV,None,3.56
,Female,Smartphone,None,7.74
,Female,Tablet,None,2.74
,Female,Smartphone,None,2.77
,Female,Smartphone,None,3.35
,Male,Smartphone,None,4.42
,Male,Laptop,None,1.91
,Female,Laptop,None,2.35
,Female,Smartphone,None,0.59
,Male,TV,None,2.93
,Female,Tablet,None,2.66
,Male,TV,None,0.0
,Male,TV,None,5.06
,Male,TV,None,5.58
,Female,TV,None,5.03
,Female,Laptop,None,3.84
,Female,Tablet,None,1.21
,Male,Laptop,None,3.97
,Female,Smartphone,None,4.44
,Male,Smartphone,None,0.0
,Male,Laptop,None,5.61
,Female,Smartphone,None,4.56
,Female,Smartphone,None,0.08
,Male,Smartphone,None,5.5
,Male,Smartphone,None,4.93
,Male,Smartphone,None,6.42
,Female,Smartphone,None,1.94
,Male,TV,None,1.67
,Male,Smartphone,None,1.73
,Female,Smartphone,None,2.77
,Male,TV,None,0.0
,Female,Laptop,None,5.24
,Male,Smartphone,None,1.64
,Female,TV,None,3.64
,Male,Tablet,None,2.81
,Male,Smartphone,None,4.76
,Female,Smartphone,None,4.36
,Male,Smartphone,None,1.75
,Male,Smartphone,None,4.85
,Male,Smartphone,None,5.59
,Female,Smartphone,None,0.29
,Male,TV,None,2.83
,Male,Smartphone,None,5.11
,Male,TV,None,0.0
,Female,Smartphone,None,4.2
,Male,Tablet,None,2.32
,Female,TV,None,0.0
,Male,Smartphone,None,3.19
,Male,TV,None,3.73
,Male,Smartphone,None,4.35
,Female,Smartphone,None,2.96
,Female,TV,None,2.44
,Female,Tablet,None,3.34
,Male,Tablet,None,0.38
,Female,Smartphone,None,2.75
,Female,TV,None,2.66
,Female,Smartphone,None,3.89
,Female,Tablet,None,1.95
,Male,Smartphone,None,2.1
,Female,Smartphone,None,5.88
,Male,Smartphone,None,2.44
,Male,Smartphone,None,5.47
,Male,Smartphone,None,2.34
,Male,TV,None,2.31
,Female,TV,None,5.47
,Female,Smartphone,None,4.29
,Female,Tablet,None,3.88
,Female,TV,None,2.46
,Female,Smartphone,None,1.16
,Female,TV,None,3.64
,Female,Smartphone,None,5.86
,Female,TV,None,5.72
,Male,Tablet,None,4.33
,Male,TV,None,0.0
,Female,TV,None,2.93
,Male,Tablet,None,0.61
,Male,Smartphone,None,1.88
,Female,Laptop,None,2.86
,Female,Smartphone,None,0.0
,Female,TV,None,4.82
,Female,TV,None,1.78
,Male,TV,None,0.0
,Male,Smartphone,None,5.14
,Female,Tablet,None,5.29
,Male,Smartphone,None,2.57
,Male,Smartphone,None,5.56
,Female,Tablet,None,2.77
,Male,Tablet,None,4.79
,Female,Smartphone,None,3.89
,Female,Smartphone,None,2.81
,Male,Tablet,None,5.62
,Female,Laptop,None,2.73
,Male,TV,None,5.02
,Female,Smartphone,None,1.34
,Male,TV,None,1.85
,Male,TV,None,2.88
,Female,Smartphone,None,6.25
,Female,Smartphone,None,4.59
,Female,TV,None,2.67
,Male,Tablet,None,1.56
,Female,TV,None,4.38
,Female,Tablet,None,0.0
,Male,Smartphone,None,4.96
,Male,TV,None,1.64
,Female,TV,None,7.36
,Female,Smartphone,None,2.79
,Female,TV,None,5.28
,Female,Smartphone,None,4.71
,Female,Smartphone,None,5.72
,Male,Tablet,None,2.91
,Female,Smartphone,None,7.3
,Female,TV,None,2.06
,Male,TV,None,0.0
,Male,Tablet,None,0.43
,Female,Tablet,None,0.0
,Female,Tablet,None,3.66
,Female,Tablet,None,0.63
,Female,Laptop,None,2.28
,Female,Smartphone,None,4.64
,Male,Tablet,None,0.0
,Male,Smartphone,None,5.94
,Male,TV,None,2.69
,Female,Smartphone,None,2.64
,Female,Tablet,None,5.21
,Female,Tablet,None,0.0
,Female,Tablet,None,0.0
,Female,TV,None,5.44
,Female,TV,None,4.37
,Female,Smartphone,None,2.69
,Female,TV,None,2.37
,Female,Smartphone,None,3.47
,Male,TV,None,0.0
,Male,Smartphone,None,12.4
,Male,Laptop,None,1.89
,Female,Smartphone,None,4.34
,Female,Tablet,None,1.48
,Female,Smartphone,None,2.84
,Female,Smartphone,None,4.68
,Male,TV,None,2.34
,Female,Tablet,None,4.84
,Male,Tablet,None,7.14
,Female,TV,None,2.88
,Male,Smartphone,None,6.7
,Female,Smartphone,None,0.62
,Male,Laptop,None,4.11
,Male,Smartphone,None,5.64
,Female,TV,None,1.69
,Male,Smartphone,None,1.77
,Female,Smartphone,None,2.59
,Female,Smartphone,None,0.25
,Male,Smartphone,None,0.88
,Male,Smartphone,None,3.53
,Female,Laptop,None,6.83
,Male,Smartphone,None,2.77
,Female,Laptop,None,2.28
,Male,Smartphone,None,2.96
,Female,Laptop,None,6.53
,Female,Tablet,None,4.9
,Female,TV,None,2.85
,Female,Laptop,None,4.04
,Male,Tablet,None,2.82
,Female,TV,None,2.62
,Female,Smartphone,None,2.91
,Female,Smartphone,None,5.55
,Male,TV,None,6.73
,Male,Smartphone,None,2.99
,Female,TV,None,1.98
,Female,Smartphone,None,5.46
,Male,TV,None,0.75
,Male,Smartphone,None,0.0
,Female,TV,None,4.55
,Male,TV,None,2.06
,Female,Smartphone,None,0.5
,Female,Smartphone,None,6.05
,Male,Smartphone,None,3.12
,Male,TV,None,2.61
,Male,Tablet,None,4.05
,Male,Smartphone,None,2.97
,Female,Smartphone,None,7.67
,Female,Laptop,None,5.62
,Male,Smartphone,None,4.96
,Male,TV,None,2.38
,Male,Laptop,None,2.81
,Female,TV,None,0.8
,Female,Laptop,None,1.98
,Female,Tablet,None,0.0
,Female,Laptop,None,3.61
,Male,Laptop,None,5.43
,Female,Smartphone,None,0.96
,Male,Smartphone,None,4.13
,Male,TV,None,2.65
,Female,Tablet,None,1.77
,Male,TV,None,2.36
,Female,Laptop,None,2.23
,Female,Tablet,None,0.0
,Male,Laptop,None,2.98
,Male,Laptop,None,2.76
,Male,Tablet,None,4.0
,Female,Smartphone,None,0.0
,Male,Tablet,None,4.85
,Male,Smartphone,None,2.79
,Female,Smartphone,None,2.72
,Female,Smartphone,None,4.54
,Female,Laptop,None,2.84
,Female,Laptop,None,3.58
,Female,TV,None,6.13
,Female,Tablet,None,1.32
,Male,TV,None,3.58
,Male,Smartphone,None,2.28
,Female,Smartphone,None,2.29
,Female,TV,None,4.22
,Female,Smartphone,None,5.33
,Male,Smartphone,None,2.71
,Male,Smartphone,None,4.04
,Male,Laptop,None,2.7
,Female,Smartphone,None,2.29
,Male,TV,None,5.64
,Female,Smartphone,None,2.36
,Female,Tablet,None,2.0
,Female,Laptop,None,1.99
,Female,Smartphone,None,3.96
,Female,Smartphone,None,5.19
,Male,Smartphone,None,2.92
,Female,Smartphone,None,0.52
,Male,TV,None,0.12
,Female,Smartphone,None,1.9
,Male,TV,None,2.68
,Female,Laptop,None,4.51
,Female,Smartphone,None,6.66
,Male,Laptop,None,4.83
,Female,Laptop,None,1.06
,Male,Smartphone,None,5.39
,Female,TV,None,0.0
,Male,TV,None,2.33
,Female,Smartphone,None,3.07
,Male,Smartphone,None,3.9
,Male,Smartphone,None,1.91
,Male,Tablet,None,2.19
,Male,TV,None,2.58
,Female,Tablet,None,1.03
,Male,TV,None,3.55
,Male,Tablet,None,0.0
,Female,TV,None,1.7
,Female,Smartphone,None,7.78
,Female,Laptop,None,4.97
,Male,Tablet,None,6.37
,Female,Smartphone,None,2.67
,Male,Smartphone,None,2.16
,Male,TV,None,4.55
,Female,TV,None,1.62
,Female,Laptop,None,4.49
,Male,Smartphone,None,4.46
,Male,Smartphone,None,3.74
,Male,TV,None,0.0
,Female,Smartphone,None,2.28
,Male,Tablet,None,2.59
,Male,TV,None,5.4
,Female,TV,None,5.81
,Female,TV,None,1.47
,Female,Smartphone,None,3.74
,Female,Tablet,None,2.87
,Female,Smartphone,None,0.0
,Male,Smartphone,None,6.35
,Male,Smartphone,None,2.87
,Male,Laptop,None,6.52
,Female,Tablet,None,0.0
,Female,TV,None,2.81
,Male,Laptop,None,2.41
,Female,Tablet,None,0.0
,Female,Smartphone,None,2.92
,Male,TV,None,3.47
,Female,Smartphone,None,0.0
,Female,TV,None,0.0
,Female,Smartphone,None,0.0
,Male,Smartphone,None,4.94
,Male,TV,None,7.07
,Male,Smartphone,None,0.68
,Female,TV,None,0.0
,Female,Smartphone,None,5.54
,Male,TV,None,3.78
,Female,Laptop,None,4.84
,Male,TV,None,0.75
,Male,Smartphone,None,2.39
,Female,Smartphone,None,4.14
,Female,Tablet,None,3.25
,Male,Smartphone,None,3.53
,Female,Tablet,None,2.51
,Female,Tablet,None,2.37
,Female,TV,None,3.68
,Female,Tablet,None,5.14
,Female,Smartphone,None,0.52
,Male,Smartphone,None,3.57
,Male,Smartphone,None,4.89
,Male,Laptop,None,5.24
,Male,TV,None,3.14
,Male,Smartphone,None,2.89
,Male,Laptop,None,4.16
,Male,TV,None,2.32
,Female,TV,None,2.41
,Male,TV,None,3.42
,Male,Tablet,None,5.51
,Male,Laptop,None,3.67
,Male,Smartphone,None,5.85
,Female,Laptop,None,3.39
,Male,Smartphone,None,2.75
,Female,Laptop,None,1.57
,Male,Laptop,None,2.71
,Male,Smartphone,None,3.06
,Male,Smartphone,None,0.0
,Female,TV,None,2.37
,Male,Smartphone,None,7.05
,Female,Smartphone,None,4.91
,Male,Smartphone,None,1.76
,Female,Smartphone,None,1.78
,Female,Laptop,None,3.45
,Male,Smartphone,None,2.14
,Female,Tablet,None,1.6
,Female,TV,None,3.6
,Male,Tablet,None,0.0
,Female,Smartphone,None,4.17
,Female,Tablet,None,2.34
,Male,Smartphone,None,7.62
,Male,TV,None,3.98
,Female,Smartphone,None,0.8
,Male,Smartphone,None,2.76
,Female,TV,None,1.44
,Female,TV,None,2.87
,Male,Smartphone,None,5.22
,Male,Tablet,None,0.04
,Female,Smartphone,None,0.42
,Female,Smartphone,None,5.79
,Female,Smartphone,None,3.29
,Female,TV,None,4.45
,Female,Smartphone,None,1.38
,Male,Laptop,None,3.25
,Male,Smartphone,None,4.38
,Female,Smartphone,None,0.0
,Female,Tablet,None,2.4
,Female,Laptop,None,4.88
,Male,Smartphone,None,0.0
,Female,TV,None,2.64
,Male,Smartphone,None,0.28
,Female,TV,None,1.65
,Male,TV,None,5.78
,Male,TV,None,4.09
,Male,Smartphone,None,5.8
,Male,Smartphone,None,3.41
,Female,Smartphone,None,2.64
,Male,TV,None,0.0
,Female,TV,None,2.11
,Male,Laptop,None,5.61
,Female,TV,None,5.16
,Female,Smartphone,None,6.72
,Male,Smartphone,None,7.53
,Male,Smartphone,None,1.55
,Female,Smartphone,None,0.36
,Female,Smartphone,None,2.67
,Male,TV,None,5.4
,Female,Smartphone,None,2.14
,Female,Smartphone,None,2.92
,Male,Laptop,None,5.12
,Male,Laptop,None,2.51
,Female,Smartphone,None,4.3
,Female,TV,None,2.1
,Male,Tablet,None,0.0
,Female,Smartphone,None,2.82
,Male,Smartphone,None,4.81
,Female,Smartphone,None,5.11
,Male,Smartphone,None,1.63
,Female,Smartphone,None,0.24
,Female,Tablet,None,5.11
,Female,TV,None,2.27
,Female,Smartphone,None,1.77
,Female,TV,None,5.7
,Female,Laptop,None,3.26
,Male,TV,None,4.71
,Female,Laptop,None,2.95
,Female,Smartphone,None,4.86
,Female,Smartphone,None,4.14
,Male,Tablet,None,2.92
,Male,Smartphone,None,1.98
,Male,TV,None,2.78
,Male,TV,None,3.96
,Male,TV,None,4.88
,Female,Smartphone,None,2.04
,Male,Smartphone,None,2.75
,Female,Laptop,None,4.19
,Female,Smartphone,None,4.15
,Female,TV,None,0.46
,Male,Tablet,None,3.99
,Male,Tablet,None,2.87
,Female,Tablet,None,2.38
,Male,TV,None,1.79
,Female,Smartphone,None,0.74
,Male,TV,None,6.41
,Female,Smartphone,None,0.0
,Male,Tablet,None,7.27
,Female,Smartphone,None,2.55
,Male,Tablet,None,2.69
,Female,TV,None,9.98
,Female,Smartphone,None,2.27
,Male,TV,None,2.99
,Female,Smartphone,None,2.9
,Male,Smartphone,None,2.67
,Female,Smartphone,None,4.62
,Male,Smartphone,None,4.14
,Male,Smartphone,None,3.54
,Male,Laptop,None,2.94
,Male,Smartphone,None,4.27
,Female,Smartphone,None,3.28
,Female,Smartphone,None,2.56
,Female,Tablet,None,2.34
,Male,Smartphone,None,5.81
,Female,TV,None,0.0
,Female,TV,None,5.16
,Male,Smartphone,None,0.8
,Male,Tablet,None,2.89
,Male,Smartphone,None,2.01
,Male,TV,None,4.1
,Male,Tablet,None,7.15
,Male,Laptop,None,5.67
,Female,TV,None,1.62
,Male,Smartphone,None,2.63
,Male,Laptop,None,1.59
,Male,TV,None,6.81
,Male,Smartphone,None,3.92
,Male,Smartphone,None,1.92
,Male,Smartphone,None,2.97
,Female,Smartphone,None,4.62
,Female,Tablet,None,2.84
,Male,Smartphone,None,6.24
,Male,Smartphone,None,2.03
,Female,Smartphone,None,2.77
,Female,Smartphone,None,5.74
,Female,TV,None,5.75
,Female,Smartphone,None,6.5
,Female,Smartphone,None,4.39
,Female,Tablet,None,4.52
,Female,TV,None,0.24
,Male,TV,None,2.9
,Female,Laptop,None,3.27
,Male,Smartphone,None,0.08
,Male,Smartphone,None,4.06
,Female,Tablet,None,0.26
,Female,Smartphone,None,0.0
,Male,Smartphone,None,6.99
,Male,Tablet,None,2.87
,Female,TV,None,4.46
,Male,TV,None,0.0
,Male,Laptop,None,5.73
,Male,Smartphone,None,2.68
,Male,TV,None,1.07
,Male,Laptop,None,2.0
,Male,Smartphone,None,3.73
,Female,Tablet,None,2.95
,Female,Smartphone,None,3.0
,Female,Laptop,None,3.61
,Female,Laptop,None,2.09
,Male,Laptop,None,3.86
,Male,TV,None,2.81
,Male,Laptop,None,2.91
,Male,TV,None,1.05
,Male,Smartphone,None,3.83
,Male,TV,None,4.35
,Female,Smartphone,None,0.08
,Male,Smartphone,None,5.13
,Male,Smartphone,None,4.86
,Female,Smartphone,None,2.87
,Female,Smartphone,None,8.42
,Female,Laptop,None,5.17
,Female,Smartphone,None,3.34
