Product,Market Size,State,Profit,Sales
Lemon,Small Market,Washington,65,123
Lemon,Small Market,Washington,68,128
Earl Grey,Small Market,Washington,48,150
Earl Grey,Small Market,Washington,41,137
Earl Grey,Small Market,Washington,38,129
Earl Grey,Small Market,Washington,30,114
Earl Grey,Small Market,Washington,27,110
Earl Grey,Small Market,Washington,24,99
Earl Grey,Small Market,Washington,20,90
Earl Grey,Small Market,Washington,20,90
Earl Grey,Small Market,Washington,31,113
Earl Grey,Small Market,Washington,31,113
Earl Grey,Small Market,Washington,34,120
Earl Grey,Small Market,Washington,28,106
Earl Grey,Small Market,Washington,75,168
Earl Grey,Small Market,Washington,61,146
Earl Grey,Small Market,Washington,56,137
Earl Grey,Small Market,Washington,45,121
Earl Grey,Small Market,Washington,37,109
Earl Grey,Small Market,Washington,33,98
Earl Grey,Small Market,Washington,28,89
Earl Grey,Small Market,Washington,28,89
Earl Grey,Small Market,Washington,46,120
Earl Grey,Small Market,Washington,46,120
Earl Grey,Small Market,Washington,50,128
Earl Grey,Small Market,Washington,42,113
Caffe Latte,Small Market,Washington,35,110
Caffe Latte,Small Market,Washington,35,110
Caffe Latte,Small Market,Washington,35,112
Caffe Latte,Small Market,Washington,32,103
Caffe Latte,Small Market,Washington,34,110
Caffe Latte,Small Market,Washington,34,110
Caffe Latte,Small Market,Washington,36,115
Caffe Latte,Small Market,Washington,17,69
Caffe Latte,Small Market,Washington,21,76
Caffe Latte,Small Market,Washington,10,51
Caffe Latte,Small Market,Washington,11,52
Caffe Latte,Small Market,Washington,13,56
Caffe Latte,Small Market,Washington,55,123
Caffe Latte,Small Market,Washington,52,117
Caffe Latte,Small Market,Washington,52,119
Caffe Latte,Small Market,Washington,47,110
Caffe Latte,Small Market,Washington,47,109
Caffe Latte,Small Market,Washington,47,109
Caffe Latte,Small Market,Washington,50,114
Caffe Latte,Small Market,Washington,23,68
Caffe Latte,Small Market,Washington,31,81
Caffe Latte,Small Market,Washington,15,54
Caffe Latte,Small Market,Washington,16,55
Caffe Latte,Small Market,Washington,19,60
